"Title","Year","Source title","DOI","Link","Abstract","Document Type","Publication Stage","Source"
"Influencing outcomes with automated time zero for sepsis through statistical validation and process improvement","2019","mHealth","10.21037/mhealth.2019.09.04","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126136988&doi=10.21037%2fmhealth.2019.09.04&partnerID=40&md5=1783166e45f03482b590dcfe1ba93bb4","Background: Sepsis is a life threating complication of infection acquired by more than 1.5 million people in the United State annually. Each year, sepsis claims the lives of at least 250,000 people. Real-time, automated surveillance for sepsis among hospitalized patients is of critical importance, given that one in three people who die in hospitals have sepsis. The early identification and treatment of sepsis is associated with reduced mortality and costly intensive care bed days. The objective of this analysis was to improve the performance of an electronic medical record based sepsis algorithm (early identification) and improve evidence based bundle compliance (early intervention) with the addition of a real-time, automated time zero calculation. Methods: Data from our enterprise-wide health information systems were landed in a data lake platform and was used to statistically validate existing sepsis algorithms. An additional algorithm calculating time zero was introduced and a post-hoc comparison of measures of test performance, alert timing, bundle compliance, ICU length of stay, and all-hospital mortality were performed. Results: A total of 55,918 alerts for sepsis were generated over the one-year study period across 30 inpatient facilities. The addition of an automated time zero algorithm improved several key indicators including superior positive predictive value (37% to 52%), enhanced timing of the alert (79% occurred within six hours, 77% within the critical 180-minute SEP-1 window, 47% within an hour of time zero), a 14% increase in bundle compliance, a 10% reduction in ICU length of stay, and a decrease in mortality from sepsis. Conclusions: The addition of a real-time, automated sepsis time zero calculation improved the performance and timeliness of a predictive sepsis alert provided through a system developed mobile application for clinicians and administrators. © mHealth. All rights reserved.","Article","Final","Scopus"
"Did bioethics matter? A history of autonomy, consent, and intersex genital surgery","2019","Medical Law Review","10.1093/medlaw/fwz007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077173720&doi=10.1093%2fmedlaw%2ffwz007&partnerID=40&md5=4db5cd483a52cc74621f2ccd579cea35","This article argues that the rise of bioethics in the post-WWII era and the emergence of the legal doctrine of informed consent in the late 1950s should have had a greater impact on patients with intersex traits (atypical sex development) than they did, given their emphasis on respect for autonomy and beneficence toward patients. Instead, these progressive trends collided with a turn in intersex management toward infants, who were unable to provide autonomous consent about their medical care. Patient autonomy took a back seat as parents heeded physicians' advice in an environment even more hierarchical than we know today. Intersex care of both infants and adults continues to need improvement. It remains an open question whether the abstract ideals of bioethics-respect, patient autonomy, and the requirement of informed consent-are alone adequate to secure that improvement, or whether legal actions (or the threat of litigation) or some other reforms will be required to effect such change. © The Author(s) 2019.","Review","Final","Scopus"
"Game Theory and Biology Inspired Flight Control for Autonomous UAVs Operating in Contested Environments","2019","2019 IEEE 40th Sarnoff Symposium, Sarnoff 2019","10.1109/Sarnoff47838.2019.9067828","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084829028&doi=10.1109%2fSarnoff47838.2019.9067828&partnerID=40&md5=d5e65ebe78d2da88351aad481fa6570a","A self-organizing swarm of autonomous unmanned areal vehicles (UAVs) can provide a quick response to cyber-attacks in austere civilian and military environments. However, if a UAV swarm relies on centralized control, synchronization of swarm members, pre-planned actions or rule-based systems, it may not provide adequate and timely response against cyber attacks. We introduce game theory (GT) and biology inspired flight control algorithms to be run by each autonomous UAV to detect, localize and counteract rogue electromagnetic signal emitters. Each UAV positions itself such that the swarm tracks mobile adversaries while maintaining uniform node distribution and connectivity of the mobile ad-hoc network (MANET). UAVs use only their respective local neighbor information to determine their individual actions. Simulation experiments in OPNET show that our algorithms can provide an adequate area coverage over mobile interference sources. Our solution can be employed for civilian and military applications that require agile responses in dynamic environments. © 2019 IEEE.","Conference paper","Final","Scopus"
"Noninvasive cardiac output monitoring in a porcine model using the inspired sinewave technique: a proof-of-concept study","2019","British Journal of Anaesthesia","10.1016/j.bja.2019.02.025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063733265&doi=10.1016%2fj.bja.2019.02.025&partnerID=40&md5=d2915fcab3cd2d2ff986ade4c6a33044","Background: Cardiac output (Q˙) monitoring can support the management of high-risk surgical patients, but the pulmonary artery catheterisation required by the current ‘gold standard’—bolus thermodilution (Q˙T)—has the potential to cause life-threatening complications. We present a novel noninvasive and fully automated method that uses the inspired sinewave technique to continuously monitor cardiac output (Q˙IST). Methods: Over successive breaths the inspired nitrous oxide (N2O) concentration was forced to oscillate sinusoidally with a fixed mean (4%), amplitude (3%), and period (60 s). Q˙IST was determined in a single-compartment tidal ventilation lung model that used the resulting amplitude/phase of the expired N2O sinewave. The agreement and trending ability of Q˙IST were compared with Q˙T during pharmacologically induced haemodynamic changes, before and after repeated lung lavages, in eight anaesthetised pigs. Results: Before lung lavage, changes in Q˙IST and Q˙T from baseline had a mean bias of –0.52 L min−1 (95% confidence interval [CI], –0.41 to –0.63). The concordance between Q˙IST and Q˙T was 92.5% as assessed by four-quadrant analysis, and polar plot analysis revealed a mean angular bias of 5.98° (95% CI, –24.4°–36.3°). After lung lavage, concordance was slightly reduced (89.4%), and the mean angular bias widened to 21.8° (–4.2°, 47.6°). Impaired trending ability correlated with shunt fraction (r=0.79, P<0.05). Conclusions: The inspired sinewave technique provides continuous and noninvasive monitoring of cardiac output, with a ‘marginal–good’ trending ability compared with cardiac output based on thermodilution. However, the trending ability can be reduced with increasing shunt fraction, such as in acute lung injury. © 2019 The Authors","Article","Final","Scopus"
"An Evaluation of Airport Traffic Airspace Use by Terminal Airspace Class","2019","AIAA/IEEE Digital Avionics Systems Conference - Proceedings","10.1109/DASC43569.2019.9081739","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084767250&doi=10.1109%2fDASC43569.2019.9081739&partnerID=40&md5=608d95111271d857e4ec549d72527a68","Small Unmanned Aircraft Systems (sUAS) pose a significant and increasing threat of collision with manned aircraft as they are further integrated into the National Airspace System (NAS). Current federal regulations for sUAS lay out rules for safe operation, including measures to prevent collision with manned aircraft under limited concepts of operation. However, these regulations are effective only to the extent that they are followed. While some sUAS have regulation-based limitations coded in their software (e.g., an altitude ceiling) to prevent violations, many regulations rely on the sUAS's operator's knowledge and compliance. Relying on regulation compliance to ensure safety is insufficient; multiple instances have occurred where initial detection of a trespassing sUAS was from a pilot visually spotting the sUAS. Visual detection additionally cannot be relied on during low visibility and low light conditions when visual detection of a sUAS would be extremely difficult. Instead, a surveillance system may be needed to identify trespassing sUAS to maintain safe distances between manned aircraft and sUAS to prevent loss of life or damage to property. This paper examines manned aircraft radar tracks from 2015 to quantitively evaluate and categorize airspace usage characteristics with regards to potential surveillance solutions. © 2019 IEEE.","Conference paper","Final","Scopus"
"Applying IoT, web real-time communication and cloud computing to maximize emergency medical service (EMS) efficiency","2019","ACM International Conference Proceeding Series","10.1145/3361758.3361777","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076605105&doi=10.1145%2f3361758.3361777&partnerID=40&md5=45aef6d8ead95a203214e1696d36a403","In recent years, there has been an increasing interest in emergency situations. For example, car accidents, emergency sickness, sport related injuries, physical attacks, etc. When they occur, ambulances or emergency services are always needed so they bring the affected persons to the hospital. The major issue of Emergency Medical Service (EMS) include 1) the exact location of the patient is unknown and it takes a long time to reach him/her 2) first aid is given in a wrong way hence reduced survival chance 3) no AED (Automated External Defibrillator) available which actually is very crucial for survival. Researchers have developed a platform to respond such emergency situations in a more effective manner. The development is made on medical basis i.e. the shortest response time, the right way to give first aid that the patient really needs, and the fastest to reach doctor. Our developed system utilized multiple technologies such as IoT, cloud computing, and web real-time communication in order to obtain medical advices as fast as possible and real time. When system development is completely done, it will be put on trial in Prachinburi province, Thailand. However, the results of this experimental indicate that it can make accurate connection to webcam up to 93% and response time is 1-3.5 seconds. Video calling resolution is satisfactory i.e. 96% of the connection is correct with only 0.5 second delay. What is surprising is that when multiple lines are connected, delay is slightly increased which is 1.57 seconds and this is a satisfactory result. © 2019 Association for Computing Machinery.","Conference paper","Final","Scopus"
"Intrusion detection system for platooning connected autonomous vehicles","2019","2019 4th South-East Europe Design Automation, Computer Engineering, Computer Networks and Social Media Conference, SEEDA-CECNSM 2019","10.1109/SEEDA-CECNSM.2019.8908528","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076346899&doi=10.1109%2fSEEDA-CECNSM.2019.8908528&partnerID=40&md5=d7f0ec0e5563bb1907bfe9492eddf9e4","The deployment of Connected Autonomous Vehicles (CAVs) in Vehicular Ad Hoc Networks (VANETs) requires secure wireless communication in order to ensure reliable connectivity and safety. However, this wireless communication is vulnerable to a variety of cyber atacks such as spoofing or jamming attacks. In this paper, we describe an Intrusion Detection System (IDS) based on Machine Learning (ML) techniques designed to detect both spoofing and jamming attacks in a CAV environment. The IDS would reduce the risk of traffic disruption and accident caused as a result of cyber-attacks. The detection engine of the presented IDS is based on the ML algorithms Random Forest (RF), k-Nearest Neighbour (k-NN) and One-Class Support Vector Machine (OCSVM), as well as data fusion techniques in a cross-layer approach. To the best of the authors' knowledge, the proposed IDS is the first in literature that uses a cross-layer approach to detect both spoofing and jamming attacks against the communication of connected vehicles platooning. The evaluation results of the implemented IDS present a high accuracy of over 90% using training datasets containing both known and unknown attacks. © 2019 IEEE.","Conference paper","Final","Scopus"
"Evaluation of radar cross section in aerial operations by using POFACETS for a standard unmanned aerial vehicle (UAV)","2019","International Journal of Innovative Technology and Exploring Engineering","10.35940/ijitee.J9881.0881019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071226470&doi=10.35940%2fijitee.J9881.0881019&partnerID=40&md5=00740f93b487addcc6ab1459a6a58442","In military and common applications, radar assumes an exceptionally noteworthy job in exploring the vehicle, recognizing for flying machines, ships and so on. Radar cross section is a measure of a target's ability to reflect radar signals in the direction of the receiver. It is obvious that RCS depends on the shape of the reflecting objects. In this paper, a brief overview of various radars used in surveillance applications and radar cross section (RCS) measurement techniques are presented. The objective of this paper is to illustrate methods for obtaining the Radar Cross Section (RCS) of a typical Unmanned Aerial Vehicle (UAV) for various frequencies in radar bands. UAV technologies have advanced tremendously and are being developed successfully. These features lead UAV to patrol even in civil airspace for civilian applications. These objects operate with small radar cross-section and/or on low altitude which imposes security threat. Keeping this view the RCS of a UAV which are flying in civilian airspace has to be determined drastically for security purposes. Several shapes are considered for the estimation of RCS. The results on the variations of RCS for the above objects as a function of frequency, aspect angle are presented. The POFACETS plays a crucial role and provides the user an easy–to–use GUI that allows the input of all necessary parameters, while preventing erroneous data input and other user errors. In this paper the RCS of sphere, ellipsoid and UAV are determined. © BEIESP.","Article","Final","Scopus"
"Problems and Prospects of Security in the Transport Sector","2019","Proceedings of the 2019 IEEE International Conference Quality Management, Transport and Information Security, Information Technologies IT and QM and IS 2019","10.1109/ITQMIS.2019.8928449","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077772681&doi=10.1109%2fITQMIS.2019.8928449&partnerID=40&md5=205a51f3b2a283798eeb1419ded28881","The article deals with the problems of ensuring functional, informational and cyber security for vehicles and transport infrastructure facilities. The analysis of the factors causing the growth of threats to the transport sector has been carried out, the list of typical cyber attacks on the components of the transport infrastructure is given. The results of the analysis of the features of automated process control systems of technological processes of vehicles and transport infrastructure facilities are presented. Recommendations on the development of transport security systems are given taking into account the specifics of various types of transport. © 2019 IEEE.","Conference paper","Final","Scopus"
"A Statistically-Based Method for the Detection of Underwater Objects in Sonar Imagery","2019","IEEE Sensors Journal","10.1109/JSEN.2019.2912325","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069494905&doi=10.1109%2fJSEN.2019.2912325&partnerID=40&md5=2c0745400029df096a002b58d2ad426a","We offer a new unsupervised statistically-based algorithm for the detection of underwater objects in synthetic aperture sonar (SAS) imagery due to its high-resolution imagery and because its resolution is independent of the range. In contrast to other methods that do not utilize the statistical model of the shadow region, our algorithm combines highlight detection and shadow detection using a weighted likelihood ratio test, while exploiting the expected spatial distribution of potential objects. We detect highlights by a higher-order-statistics representation of the image, followed by a segmentation process to form a region-of-interest (ROI). Then, while taking into account the sonar elevation and scan angle, for each ROI, we use a support vector machine (SVM) over the statistical features of the pixels within the ROI to detect shadow-related pixels and background pixels. Our algorithm has the benefit of being robust as a result of setting its main parameters in situ. Moreover, we do not require knowledge about the target's shape or size, thereby making our algorithm suitable for all sonar detection applications and sonar types. To test detection performance, using our own autonomous underwater vehicle, we collected 270 sonar images, which we also share with the community. Compared to the results of benchmark schemes, our detection algorithm shows a trade-off between the probability of detection and the false alarm rate (FAR), which is close to the Kullback-Leibler (KL) divergence lower bound. © 2001-2012 IEEE.","Article","Final","Scopus"
"Fully automated gridding reconstruction for non-Cartesian x-space magnetic particle imaging","2019","Physics in Medicine and Biology","10.1088/1361-6560/ab3525","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071701115&doi=10.1088%2f1361-6560%2fab3525&partnerID=40&md5=02096d7079cb3cbabbd20141447a6da6","Magnetic particle imaging (MPI) is a fast emerging biomedical imaging modality that exploits the nonlinear response of superparamagnetic iron oxide (SPIO) nanoparticles to image their spatial distribution. Previously, various scanning trajectories were analyzed for the system function reconstruction (SFR) approach, providing important insight regarding their image quality performances. While Cartesian trajectories remain the most popular choice for x-space-based reconstruction, recent work suggests that non-Cartesian trajectories such as the Lissajous trajectory may prove beneficial for improving image quality. In this work, we propose a generalized reconstruction scheme for x-space MPI that can be used in conjunction with any scanning trajectory. The proposed technique automatically tunes the reconstruction parameters from the scanning trajectory, and does not induce any additional blurring. To demonstrate the proposed technique, we utilize five different trajectories with varying density levels. Comparison to alternative reconstruction methods show significant improvement in image quality achieved by the proposed technique. Among the tested trajectories, the Lissajous and bidirectional Cartesian trajectories prove more favorable for x-space MPI, and the resolution of the images from these two trajectories can further be improved via deblurring. The proposed fully automated gridding reconstruction can be utilized with these trajectories to improve the image quality in x-space MPI. © 2019 Institute of Physics and Engineering in Medicine.","Conference paper","Final","Scopus"
"Towards a framework for detecting advanced Web bots","2019","ACM International Conference Proceeding Series","10.1145/3339252.3339267","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071722992&doi=10.1145%2f3339252.3339267&partnerID=40&md5=8951c8f00d58613fae72031ec55e46ac","Automated programs (bots) are responsible for a large percentage of website traffic. These bots can either be used for benign purposes, such as Web indexing, Website monitoring (validation of hyperlinks and HTML code), feed fetching Web content and data extraction for commercial use or for malicious ones, including, but not limited to, content scraping, vulnerability scanning, account takeover, distributed denial of service attacks, marketing fraud, carding and spam. To ensure their security, Web servers try to identify bot sessions and apply special rules to them, such as throttling their requests or delivering different content. The methods currently used for the identification of bots are based either purely on rule-based bot detection techniques or a combination of rule-based and machine learning techniques. While current research has developed highly adequate methods for Web bot detection, these methods’ adequacy when faced with Web bots that try to remain undetected hasn’t been studied. For this reason, we created and evaluated a Web bot detection framework on its ability to detect conspicuous bots separately from its ability to detect advanced Web bots. We assessed the proposed framework performance using real HTTP traffic from a public Web server. Our experimental results show that the proposed framework has significant ability to detect Web bots that do not try to hide their bot identity using HTTP Web logs (balanced accuracy in a false-positive intolerant server > 95%). However, detecting advanced Web bots that present a browser fingerprint and may present a humanlike behaviour as well is considerably more difficult. © 2019 Association for Computing Machinery.","Conference paper","Final","Scopus"
"Machine learning applications in detecting sand boils from images","2019","Array","10.1016/j.array.2019.100012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104636884&doi=10.1016%2fj.array.2019.100012&partnerID=40&md5=c64fdf39239e0d56a281e9d087a0ffb6","Levees provide protection for vast amounts of commercial and residential properties. However, these structures require constant maintenance and monitoring, due to the threat of severe weather, sand boils, subsidence of land, seepage, etc. In this research, we focus on detecting sand boils. Sand boils occur when water under pressure wells up to the surface through a bed of sand. These make levees especially vulnerable. Object detection is a good approach to confirm the presence of sand boils from satellite or drone imagery, which can be utilized to assist in the automated levee monitoring methodology. Since sand boils have distinct features, applying object detection algorithms to it can result in accurate detection. To the best of our knowledge, this research work is the first approach to detect sand boils from images. In this research, we compare some of the latest deep learning methods, Viola-Jones algorithm, and other non-deep learning methods to determine the best performing one. We also train a Stacking-based machine learning method for the accurate prediction of sand boils. The accuracy of our robust model is 95.4%. © 2019 The Authors","Article","Final","Scopus"
"Detecting Malware on X86-Based IoT Devices in Autonomous Driving","2019","IEEE Wireless Communications","10.1109/MWC.2019.1800505","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071300118&doi=10.1109%2fMWC.2019.1800505&partnerID=40&md5=6977b3d32ec9626ac7c40cc921d9fae6","X86-based software runs on some mainstream autonomous driving systems to perform intelligent operations and help to significantly improve driving safety. However, vulnerabilities of software in autonomous driving can lead to vehicle components and systems being attacked, which ultimately affects the work of the autonomous vehicle. Although many scholars have detected malware on X86-based Internet of Things (IoT) devices through static or dynamic analysis, these methods cannot be directly ported to X86-based IoT devices in autonomous driving because of hardware and software capabilities and real-time requirements. In this work, we propose the detection of malware on X86-based IoT devices in an autonomous driving approach combining fusion features from static analysis and machine learning to solve problems of resource overhead for dynamic analysis and low accuracy of the static analysis. First, a feature extraction model based on the level of operation code is designed. Then fusion features at three different levels are extracted through unpacking programs. Finally, a detection model based on Extreme Gradient Boosting (XGBoost) is used to discover malware on X86-based IoT devices in autonomous driving. On this basis, a malware detection approach based on fusion features is demonstrated. After that, we compare our approach with other identification approaches on a dataset consisting of 4169 samples, which includes 2379 malware and 1790 benign programs. Experimental results show that fusion features can significantly increase the recognition rate. Moreover, XGBoost has a higher recognition accuracy than other mainstream classification algorithms. © 2002-2012 IEEE.","Article","Final","Scopus"
"Recognizing Chinese Texts with 3D Convolutional Neural Network","2019","Proceedings - International Conference on Image Processing, ICIP","10.1109/ICIP.2019.8803189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076816238&doi=10.1109%2fICIP.2019.8803189&partnerID=40&md5=6ad37ffc379d9053c045d6e020fc4b19","In this paper, we propose a deep learning system to localize and recognize Chinese texts in scenes with signage and road marks through 3D convolutional neural network. The proposed system adopts YOLO for detecting target location and exploits 3D convolutional neural network for recognizing the contents. The proposed design outperforms the existing designs based on LSTM and achieves real-time processing performance, which is feasible to be implemented on embedded platforms. The proposed system reaches over 90% accuracy in recognizing Chinese texts on bird's-eye viewing road marks in a self-driving vehicle equipped with a fisheye camera. In addition, this system can achieve 20 fps execution speed with NVIDIA DIGITS DevBox with 1080Ti GPU, which is fast enough for autonomous driving applications. © 2019 IEEE.","Conference paper","Final","Scopus"
"Efficient 3D visual perception for robotic rock breaking","2019","IEEE International Conference on Automation Science and Engineering","10.1109/COASE.2019.8842859","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072986383&doi=10.1109%2fCOASE.2019.8842859&partnerID=40&md5=4946e7bdc54be32d56e4000393107c61","In recent years, underground mining automation (e.g., the heavy-duty robots carrying rock breaker tools for secondary breaking) has drawn substantial interest. This breaking process is needed only when over-sized rocks threaten to jam the mine material flow. In the worst case, a pile of overlapped rocks can get stuck on top of a crusher's grate plate. For a human operator, it is relatively easy to make the decisions about the rock locations in the pile and the order of rocks to be crushed. In an autonomous operation, a robust and fast visual perception system is needed for executing robot motion commands. In this paper, we propose a pipeline for fast detection and pose estimation of individual rocks in cluttered scenes. We employ the state-of-art YOLOv3 as a 2D detector to perform 3D reconstruction from point cloud for detected rocks in 2D regions using our proposed novel method, and finally estimating the rock centroid positions and the normal-to-surface vectors based on the predicted point cloud. The detected centroids in the scene are ordered according to the depth of rock surface to the camera, which provides the breaking sequence of the rocks. During the system evaluation in the real rock breaking experiments, we have collected a new dataset with 4780 images having from 1 to 12 rocks on a grate plate. The proposed pipeline achieves 97.47% precision on overall detection with a real-time speed around 15Hz. © 2019 IEEE.","Conference paper","Final","Scopus"
"Formulation and interpretation of optimal braking and steering patterns towards autonomous safety-critical manoeuvres","2019","Vehicle System Dynamics","10.1080/00423114.2018.1549331","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057302147&doi=10.1080%2f00423114.2018.1549331&partnerID=40&md5=048c6ea35c063a6425682afb8add1cd4","Stability control of a vehicle in autonomous safety-critical at-the-limit manoeuvres is analysed from the perspective of lane keeping or lane changing, rather than that of yaw control as in traditional ESC systems. An optimal control formulation is developed, where the optimisation criterion is a linear combination of the initial and final velocity of the manoeuvre. Varying the interpolation parameter in this formulation turns out to result in an interesting family of optimal braking and steering patterns in stabilising manoeuvres. The two different strategies of optimal lane-keeping control and optimal yaw control are shown to be embedded in the formulation and result from the boundary values of the parameter. The results provide new insights and have the potential to be used for future safety systems that adapt the level of braking to the situation at hand, which is demonstrated through examples of how to exploit theresults. © 2018, © 2018 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","Article","Final","Scopus"
"Modeling of processes of security assurance from threats caused by unmanned air vehicles","2019","Progress in Nuclear Energy","10.1016/j.pnucene.2019.03.036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063719989&doi=10.1016%2fj.pnucene.2019.03.036&partnerID=40&md5=4ba253dfdde9bd4b027d9a0064891c88","At the present time new methods of threats implementation with respect to nuclear facilities are being developed. This creates a need to improve methodological approaches to the security systems effectiveness evaluation. Modern security violation methods include the use of unmanned aerial vehicles (UAV) as elements of external influence on the facilities protection. The paper considers a method to evaluate a physical protection system (PPS) effectiveness of threats countering performed with the help of UAV. The method is based on the interaction simulation techniques in the “adversary – PPS” system. The paper describes the algorithms for this simulation. They include specialized software instruments for building and analysis of the interaction model for a specific facility. The results of the analysis of different impact options on the security system elements are presented with the proposed approach application. The article also covers the possibility to identify the critical scenarios, which are possible in real conditions of UAV usage, with respect to the reviewed system. To forecast the condition of the facility's protection and the processes of external influence on the PPS the most significant factors and causes of their occurrence were identified. The characteristics of the interaction processes in the “adversary – PPS” system were formed based on the received data. Then the PPS effectiveness of the discussed threats countering was evaluated. © 2019 Elsevier Ltd","Article","Final","Scopus"
"Enabling Air-to-Air Wideband Channel Measurements between Small Unmanned Aerial Vehicles with Optical Fibers","2019","AIAA/IEEE Digital Avionics Systems Conference - Proceedings","10.1109/DASC43569.2019.9081691","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084752043&doi=10.1109%2fDASC43569.2019.9081691&partnerID=40&md5=8e22b26d99a3c34da949bffa3fd8bf18","In order to ensure safe and efficient operation and to prevent collisions, unmanned aerial vehicles (UAVs) need to communicate with each other with high reliability. To design respective communication systems, accurate air-to-air (A2A) channel models are needed, especially for urban environments, where the channel characteristics are hard to predict due to rich multipath propagation, diffractions and non line of sight (LOS) conditions. For these models, channel measurements in different scenarios are inevitable to model the real-world communication channel. However, small sized UAVs are very limited in carrying payload and in power supply, making it difficult or often impossible to use high performing channel-sounding hardware equipment. As a result, less resource demanding hardware with lower performance in the sense of clock synchronization, time resolution or dynamic range is usually applied leading to a limited propagation channel characterization. In this work, we describe a measurement setup that allows using arbitrary channel sounder hardware by exploiting analog optical links in order to enable A2A wideband channel measurements between small sized UAVs. We extend the operation of our MEDAV RUSKDLR channel sounder by guiding a 100 MHz bandwidth radio frequency (RF) signal at 5.2 GHz through two 600 m long optical fibers attached on two hexacopters after being converted with high bandwidth converters and show the feasibility of this setup with first flight trials in an urban scenario. © 2019 IEEE.","Conference paper","Final","Scopus"
"Deep reinforcement learning for drone delivery","2019","Drones","10.3390/drones3030072","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083288235&doi=10.3390%2fdrones3030072&partnerID=40&md5=074299772f838980ee99252c3764def0","Drones are expected to be used extensively for delivery tasks in the future. In the absence of obstacles, satellite based navigation from departure to the geo-located destination is a simple task. When obstacles are known to be in the path, pilots must build a flight plan to avoid them. However, when they are unknown, there are too many or they are in places that are not fixed positions, then to build a safe flight plan becomes very challenging. Moreover, in a weak satellite signal environment, such as indoors, under trees canopy or in urban canyons, the current drone navigation systems may fail. Artificial intelligence, a research area with increasing activity, can be used to overcome such challenges. Initially focused on robots and now mostly applied to ground vehicles, artificial intelligence begins to be used also to train drones. Reinforcement learning is the branch of artificial intelligence able to train machines. The application of reinforcement learning to drones will provide them with more intelligence, eventually converting drones in fully-autonomous machines. In this work, reinforcement learning is studied for drone delivery. As sensors, the drone only has a stereo-vision front camera, from which depth information is obtained. The drone is trained to fly to a destination in a neighborhood environment that has plenty of obstacles such as trees, cables, cars and houses. The flying area is also delimited by a geo-fence; this is a virtual (non-visible) fence that prevents the drone from entering or leaving a defined area. The drone has to avoid visible obstacles and has to reach a goal. Results show that, in comparison with the previous results, the new algorithms have better results, not only with a better reward, but also with a reduction of its variance. The second contribution is the checkpoints. They consist of saving a trained model every time a better reward is achieved. Results show how checkpoints improve the test results. © 2019 by the authors. Licensee MDPI, Basel, Switzerland.","Article","Final","Scopus"
"Power control method for energy efficient buffer-aided relay systems","2019","Energies","10.3390/en12173234","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071254094&doi=10.3390%2fen12173234&partnerID=40&md5=2f1fdb0fc92c83154e40ea5f92ae1f06","In this paper, a power control method is proposed for a buffer-aided relay node (RN) to enhance the energy efficiency of the RN system. By virtue of a buffer, the RN can reserve the data at the buffer when the the channel gain between an RN and a destination node (DN) is weaker than that between SN and RN. The RN then opportunistically forward the reserved data in the buffer according to channel condition between the RN and the DN. By exploiting the buffer, RN reduces transmit power when it reduces the transmit data rate and reserve the data in the buffer. Therefore, without any total throughput reduction, the power consumption of RN can be reduced, resulting in the energy efficiency (EE) improvement of the RN system. Furthermore, for the power control, we devise a simple power control method based on a two-dimensional surface fitting model of an optimal transmit power of RN. The proposed RN power control method is readily and locally implementable at the RN, and it can significantly improve EE of the RN compared to the fixed power control method and the spectral efficiency based method as verified by the rigorous numerical results. © 2019 by the authors.","Article","Final","Scopus"
"Diagnosing vehicles with automotive batteries","2019","Proceedings of the Annual International Conference on Mobile Computing and Networking, MOBICOM","10.1145/3300061.3300126","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071659639&doi=10.1145%2f3300061.3300126&partnerID=40&md5=4a08fe006067645a3e6a507cc11eb100","The automotive industry is increasingly employing software-based solutions to provide value-added features on vehicles, especially with the coming era of electric vehicles and autonomous driving. The ever-increasing cyber components of vehicles (i.e., computation, communication, and control), however, incur new risks of anomalies, as demonstrated by the millions of vehicles recalled by different manufactures. To mitigate these risks, we design B-Diag, a battery-based diagnostics system that guards vehicles against anomalies with a cyber-physical approach, and implement B-Diag as an add-on module of commodity vehicles attached to automotive batteries, thus providing vehicles an additional layer of protection. B-Diag is inspired by the fact that the automotive battery operates in strong dependency with many physical components of the vehicle, which is observable as correlations between battery voltage and the vehicle's corresponding operational parameters, e.g., a faster revolutions-per-minute (RPM) of the engine, in general, leads to a higher battery voltage. B-Diag exploits such physically-induced correlations to diagnose vehicles by cross-validating the vehicle information with battery voltage, based on a set of data-driven norm models constructed online. Such a design of B-Diag is steered by a dataset collected with a prototype system when driving a 2018 Subaru Crosstrek in real-life over 3 months, covering a total mileage of about 1, 400 miles. Besides the Crosstrek, we have also evaluated B-Diag with driving traces of a 2008 Honda Fit, a 2018 Volvo XC60, and a 2017 Volkswagen Passat, showing B-Diag detects vehicle anomalies with >86% (up to 99%) averaged detection rate. © 2019 Copyright held by the owner/author(s). Publication rights licensed to ACM.","Conference paper","Final","Scopus"
