"Title","Year","Source title","DOI","Link","Abstract","Document Type","Publication Stage","Source"
"Your Exploit is Mine: Automatic Shellcode Transplant for Remote Exploits","2017","Proceedings - IEEE Symposium on Security and Privacy","10.1109/SP.2017.67","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024482721&doi=10.1109%2fSP.2017.67&partnerID=40&md5=dbffd88b588d538126874a2ed750907d","Developing a remote exploit is not easy. It requires a comprehensive understanding of a vulnerability and delicate techniques to bypass defense mechanisms. As a result, attackers may prefer to reuse an existing exploit and make necessary changes over developing a new exploit from scratch. One such adaptation is the replacement of the original shellcode (i.e., the attacker-injected code that is executed as the final step of the exploit) in the original exploit with a replacement shellcode, resulting in a modified exploit that carries out the actions desired by the attacker as opposed to the original exploit author. We call this a shellcode transplant. Current automated shellcode placement methods are insufficient because they over-constrain the replacement shellcode, and so cannot be used to achieve shellcode transplant. For example, these systems consider the shellcode as an integrated memory chunk and require that the execution path of the modified exploit must be same as the original one. To resolve these issues, we present ShellSwap, a system that uses symbolic tracing, with a combination of shellcode layout remediation and path kneading to achieve shellcode transplant. We evaluated the ShellSwap system on a combination of 20 exploits and 5 pieces of shellcode that are independently developed and different from the original exploit. Among the 100 test cases, our system successfully generated 88% of the exploits. © 2017 IEEE.","Conference paper","Final","Scopus"
"Unsupervised Residential Power Usage Monitoring Using a Wireless Sensor Network","2017","ACM Transactions on Sensor Networks","10.1145/3078240","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027159809&doi=10.1145%2f3078240&partnerID=40&md5=22564b9f9ae303e87330625de4868982","Appliance-level power usage monitoring may help conserve electricity in homes. Several existing systems achieve this goal by exploiting appliances' power usage signatures identified in labor-intensive in situ training processes. Recent work shows that autonomous power usage monitoring can be achieved by supplementing a smart meter with distributed sensors that detect the working states of appliances. However, sensors must be carefully installed for each appliance, resulting in a high installation cost. This article presents Supero-the first ad hoc sensor system that can monitor appliance power usage without supervised training. By exploiting multisensor fusion and unsupervised machine learning algorithms, Supero can classify the appliance events of interest and autonomously associate measured power usage with the respective appliances. Our extensive evaluation in five real homes shows that Supero can estimate the energy consumption with errors less than 7.5%. Moreover, nonprofessional users can quickly deploy Supero with considerable flexibility. © 2017 ACM.","Article","Final","Scopus"
"Estimation of Synchromesh Frictional Torque and Output Torque in a Clutchless Automated Manual Transmission of a Parallel Hybrid Electric Vehicle","2017","IEEE Transactions on Vehicular Technology","10.1109/TVT.2016.2619915","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029650288&doi=10.1109%2fTVT.2016.2619915&partnerID=40&md5=a1918255e2245d188aeb998592e707aa","This paper studies the estimation of the synchromesh frictional torque and the output torque of the integrated system of an electric motor and a clutchless automated manual transmission (AMT) as part of a two-shaft parallel hybrid electric vehicle powertrain. The case study powertrain is discussed, and the dynamical model of the powertrain from the electric motor to the AMT output shaft, where it is linked to the torque coupler, is developed constituting the basis for the observer design. Given the fact that the aforementioned torques are unknown inputs to the system, they are modeled as state variables of a fictitious unforced linear time-invariant system in order to be aggregated into the systems dynamics. For the augmented system of the actual and fictitious states, a deterministic Luenberger observer and a stochastic Kalman-Bucy filter (KBF) are designed to estimate the synchromesh frictional torque and the output torque of the AMT. The estimation is based on measuring angular velocities of the electric motor and the AMT output shaft, together with the imparted electromagnetic torque of the traction motor on the system. A set of experiments with distinct scenarios is performed to compare the performance of the designed observers and to quantify by how much the KBF can improve the root-mean-square error (RMSE) of the estimation by mitigating the effect of the process and measurement noises. Ultimately, after validation of the designed observers, the estimated value of the synchromesh frictional torque is exploited in a closed-loop feedback configuration in order to track desired trajectories such as step, ramp, and sinusoidal torque commands. © 1967-2012 IEEE.","Article","Final","Scopus"
"Driver Intention-based Vehicle Threat Assessment using Random Forests and Particle Filtering","2017","","10.1016/j.ifacol.2017.08.2231","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044339323&doi=10.1016%2fj.ifacol.2017.08.2231&partnerID=40&md5=fe84d22016bcfbff8c0b955810d64f73","One of the key technologies to safely operate self-driving vehicles is the threat assessment of other vehicles in the neighborhood of a self-driving vehicle. Threat assessment algorithms must be capable of predicting the future movement of other vehicles. Many algorithms, however, predict future trajectories based only on the model of the dynamics and the environment, which implies that they sometimes make too conservative predictions. This work reduces this conservativeness by capturing the driver intention of other vehicles using a random-forests classifier. Then, the algorithm computes possible future trajectories with a sequential Monte Carlo method, which biases the predicted trajectory by the recognized intention. Lastly, the algorithm calculates the potential threat to the ego vehicle. To evaluate the performance, we conduct numerical simulations and show that the proposed algorithm can accurately capture driver intentions and prevent motion predictions that are too conservative. © 2017","Conference paper","Final","Scopus"
"Automated mask generation for PIV image analysis based on pixel intensity statistics","2017","Experiments in Fluids","10.1007/s00348-017-2357-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019768036&doi=10.1007%2fs00348-017-2357-3&partnerID=40&md5=695efa0fe257b66db13241a1863bb2e5","The measurement of displacements near the vicinity of surfaces involves advanced PIV algorithms requiring accurate knowledge of object boundaries. These data typically come in the form of a logical mask, generated manually or through automatic algorithms. The automatic detection of masks usually necessitates special features or reference points such as bright lines, high contrast objects, and sufficiently observable coherence between pixels. These are, however, not always present in experimental images necessitating a more robust and general approach. In this work, the authors propose a novel method for the automatic detection of static image regions which do not contain relevant information for the estimation of particle image displacements and can consequently be excluded or masked out. The method does not require any a priori knowledge of the static objects (i.e., contrast, brightness, or strong features) as it exploits statistical information from multiple PIV images. Based on the observation that the temporal variation in light intensity follows a completely different distribution for flow regions and object regions, the method utilizes a normality test and an automatic thresholding method on the retrieved probability to identify regions to be masked. The method is assessed through a Monte Carlo simulation with synthetic images and its performance under realistic imaging conditions is proven based on three experimental test cases. © 2017, The Author(s).","Article","Final","Scopus"
"Unmanned aerial vehicle (UAV)-assisted unmanned ground vehicle (UGV) systems design, implementation and optimization","2017","2017 3rd IEEE International Conference on Computer and Communications, ICCC 2017","10.1109/CompComm.2017.8323042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049689843&doi=10.1109%2fCompComm.2017.8323042&partnerID=40&md5=f24c13ee692c83c20129e42c63ee3c09","In this paper, we report our recent work on developing a testbed for the unmanned aerial vehicle (UAV)-assisted unmanned ground vehicle (UGV) system. In sharp contrast to most UGV models in the literature, our system does not require Global Positioning System (GPS) by taking full advantage of the latest technological breakthroughs in UAV. By exploiting the wide-angle camera mounted on the UAV, the system can collect detailed ground information including UGV and destination positions before the UAV sends steering and speed update instructions to the UGV via wireless communications. To optimize the route design from UGV to its destination, we develop various route optimization algorithms by taking into account the position of the anticipated next destination using a probabilistic model. Experimental and computer simulation results confirm the validity of our testbed design and route optimization algorithms. © 2017 IEEE.","Conference paper","Final","Scopus"
"Simulation based strategic decision making in humanitarian supply chain management","2017","Proceedings of the 2017 4th International Conference on Information and Communication Technologies for Disaster Management, ICT-DM 2017","10.1109/ICT-DM.2017.8275683","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050808194&doi=10.1109%2fICT-DM.2017.8275683&partnerID=40&md5=a6ff2f695cb78d0687df6f9330c52638","Strategic decision making plays an important role in disaster management. In view of an imminent or already occurring event, e.g. flood, that has the potential to stress and threaten populated regions, humanitarian supply chain management is a place where strategic decision making plays a major role. Sensible or strategic measures have to be developed in order to mitigate damages. Strategic measures should take into account available and possibly distributed resources, e.g. vehicles, storages and street networks, and of course the type of measure against the background of protection goals. Finding good or sensible measures becomes a hard task if the menaced region refers to a densely populated area, where the functionality of street network has a dynamic feature in terms of the emergence of blocked segments. This task gets even harder if the protection of certain critical infrastructures also has to be considered. Our work proposes a framework of a decision support system that is based on the synergetic coupling of a critical infrastructure and a traffic simulation module. By defining different event scenarios, different simulation runs can be triggered beforehand and according to the decision maker's preferences, sensible measures in terms of type of resources and routes are stored and displayed to the decision maker. Especially simultaneously occurring issues of different problem categories requiring decisions by various decision makers are addressed. © 2017 IEEE.","Conference paper","Final","Scopus"
"Evaluating pixel and object based image classification techniques for mapping plant invasions from UAV derived aerial imagery: Harrisia pomanensis as a case study","2017","ISPRS Journal of Photogrammetry and Remote Sensing","10.1016/j.isprsjprs.2017.04.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018354868&doi=10.1016%2fj.isprsjprs.2017.04.009&partnerID=40&md5=8d0d0223e8dc4d15bfe28284f6e56297","Invasive alien plants (IAPs) not only pose a serious threat to biodiversity and water resources but also have impacts on human and animal wellbeing. To support decision making in IAPs monitoring, semi-automated image classifiers which are capable of extracting valuable information in remotely sensed data are vital. This study evaluated the mapping accuracies of supervised and unsupervised image classifiers for mapping Harrisia pomanensis (a cactus plant commonly known as the Midnight Lady) using two interlinked evaluation strategies i.e. point and area based accuracy assessment. Results of the point-based accuracy assessment show that with reference to 219 ground control points, the supervised image classifiers (i.e. Maxver and Bhattacharya) mapped H. pomanensis better than the unsupervised image classifiers (i.e. K-mediuns, Euclidian Length and Isoseg). In this regard, user and producer accuracies were 82.4% and 84% respectively for the Maxver classifier. The user and producer accuracies for the Bhattacharya classifier were 90% and 95.7%, respectively. Though the Maxver produced a higher overall accuracy and Kappa estimate than the Bhattacharya classifier, the Maxver Kappa estimate of 0.8305 is not significantly (statistically) greater than the Bhattacharya Kappa estimate of 0.8088 at a 95% confidence interval. The area based accuracy assessment results show that the Bhattacharya classifier estimated the spatial extent of H. pomanensis with an average mapping accuracy of 86.1% whereas the Maxver classifier only gave an average mapping accuracy of 65.2%. Based on these results, the Bhattacharya classifier is therefore recommended for mapping H. pomanensis. These findings will aid in the algorithm choice making for the development of a semi-automated image classification system for mapping IAPs. © 2017","Article","Final","Scopus"
"A Fully Automatic Calibration Algorithm for a Camera Odometry System","2017","IEEE Sensors Journal","10.1109/JSEN.2017.2702283","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020892489&doi=10.1109%2fJSEN.2017.2702283&partnerID=40&md5=34d7672d96fa6d11ae709a1f7f53526b","This paper focuses on the calibration of a mobile robot system with odometry and a monocular camera. Most current approaches are based on either batch optimization or Bayesian filter, which require a good initial guess to obtain the optimal calibration results. In this paper, a two-step calibration algorithm is proposed for a fully automatic calibration of the camera-odometry system, consisting of: 1) a non-iterative auto initialization step for spatial extrinsic calibration based on the landmark measurements and 2) a joint optimization step to estimate both the spatio-temporal extrinsic parameters and the odometric parameters. By exploiting the planar constraints of landmark measurements, our auto initialization method can achieve better accuracy compared with the current solutions. Experiments are conducted based on both the simulation data sets and also the real world data sets collected from an autonomous guided vehicle (AGV) system, which validate our algorithm compared with a VO-based non-iterative method. © 2001-2012 IEEE.","Article","Final","Scopus"
"Automatic detection of paroxysmal atrial fibrillation in patients with ischaemic stroke: better than routine diagnostic workup?","2017","European Journal of Neurology","10.1111/ene.13326","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019179323&doi=10.1111%2fene.13326&partnerID=40&md5=f0963cef2098858a4717141b0c7ded90","Background and purpose: Prolonged electrocardiogram (ECG) monitoring after ischaemic stroke increases the diagnostic yield of paroxysmal atrial fibrillation (pAF). In order to facilitate the additional workload involved in ECG analysis due to prolonged monitoring times, we investigated the effectiveness of pAF detection with an automated software algorithm (SA) in comparison to the routine staff-based analysis (RA) during standard stroke-unit care. Therefore, patients with acute ischaemic stroke or transitory ischaemic attack presenting with sinus rhythmus on the admission ECG and no history of atrial fibrillation were prospectively included. Methods: A 24-h Holter ECG assessment was performed using either RA based on a computer-aided evaluation and subsequent review by a cardiologist or a commercially available automated SA. In the case of discordant results concerning the occurrence of pAF between the two methods, the data underwent an independent external rating. Results: Of 809 prospectively enrolled patients, 580 patients fulfilled the inclusion criteria. pAF was ultimately diagnosed in 3.3% of the cohort (19 patients). SA and RA correctly diagnosed pAF in 17 patients resulting in a comparable diagnostic effectiveness of the analysis methods (sensitivity: SA 89.5% vs. RA 89.5%; specificity: SA 99.3% vs. RA 99.1%; κ, 0.686; P < 0.001; 95% confidence interval, 0.525–0.847). RA revealed clinically relevant ECG abnormalities in an additional seven patients. Conclusions: Although it should not completely replace RA, SA-based evaluation of Holter ECG reaches a high diagnostic effectiveness for the detection of pAF and can be used for a rapid and resource-saving analysis of ECG data to deal with prolonged monitoring times. © 2017 The Authors. European Journal of Neurology published by John Wiley & Sons Ltd on behalf of European Academy of Neurology.","Article","Final","Scopus"
"A software stack for next-generation automotive systems on many-core heterogeneous platforms","2017","Microprocessors and Microsystems","10.1016/j.micpro.2017.06.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021626498&doi=10.1016%2fj.micpro.2017.06.016&partnerID=40&md5=1bf546d23804840ce41a522cb04b205d","The next-generation of partially and fully autonomous cars will be powered by embedded many-core platforms. Technologies for Advanced Driver Assistance Systems (ADAS) need to process an unprecedented amount of data within tight power budgets, making those platform the ideal candidate architecture. Integrating tens-to-hundreds of computing elements that run at lower frequencies allows obtaining impressive performance capabilities at a reduced power consumption, that meets the size, weight and power (SWaP) budget of automotive systems. Unfortunately, the inherent architectural complexity of many-core platforms makes it almost impossible to derive real-time guarantees using “traditional” state-of-the-art techniques, ultimately preventing their adoption in real industrial settings. Having impressive average performances with no guaranteed bounds on the response times of the critical computing activities is of little if no use in safety-critical applications. Project Hercules will address this issue, and provide the required technological infrastructure to exploit the tremendous potential of embedded many-cores for the next generation of automotive systems. This work gives an overview of the integrated Hercules software framework, which allows achieving an order-of-magnitude of predictable performance on top of cutting-edge Commercial-Off-The-Shelf components (COTS). The proposed software stack will let both real-time and non real-time application coexist on next-generation, power-efficient embedded platforms, with preserved timing guarantees. © 2017 Elsevier B.V.","Article","Final","Scopus"
"Sense and avoid technology in unmanned aerial vehicles: A review","2017","International Conference on Electrical, Electronics, Communication Computer Technologies and Optimization Techniques, ICEECCOT 2017","10.1109/ICEECCOT.2017.8284558","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046535265&doi=10.1109%2fICEECCOT.2017.8284558&partnerID=40&md5=1a6bbbfe8ccbeb2caf764284c092d611","The term unmanned Aerial Vehicle (UAV) has become a quiet a bit popular over the last 10 years because of its humongous growth in both military and commercial applications. Every UAV must possess S&A capability so that it can be allowed by National Airspace System (NAS) to fly in space. This paper gives a brief overview on the recent trends and advancements in sense and avoids technology. This paper gives a brief outline about the existing challenges and threats that can encountered while operating an UAV, which is followed by the discussion on sensing mechanisms, obstacle-tracking, collision detection, and collision avoidance in sequence. Different approaches and potential solutions regarding the above-mentioned four aspects have been highlighted throughout the paper. © 2017 IEEE.","Conference paper","Final","Scopus"
"Entropy Driven Height Profile Estimation with Multiple UAVs under Sparsity Constraints","2017","2017 IEEE Globecom Workshops, GC Wkshps 2017 - Proceedings","10.1109/GLOCOMW.2017.8269072","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050485926&doi=10.1109%2fGLOCOMW.2017.8269072&partnerID=40&md5=d9ba31e366be59521e6880dfaa1507c8","This paper shows an application of a multi-agent distributed learning system for UAV-based exploration under sparsity constraints. It is assumed that Unmanned Aerial Vehicles (UAVs) cooperatively explore a static spatial field that can be represented with a few non-zero coefficients, i.e., the model of a process is sparse. The recovery of the sparse model in a distributed setting is solved with a Distributed LASSO (DLASSO) algorithm that implements an Alternating Direction Method of Multipliers (ADMM). Based on the cooperatively estimated model, a swarm of UAVs decides on its next movements using optimal experiment design strategies. To this end, second order information of the optimization problem is approximated using a theory of slantly differentiable functions. Also, an additional adaptive trade-off parameter between exploration of new areas and exploitation of the already obtained information is proposed and tested. The experiments are performed in a laboratory environment with two UAVs measuring a height profile with an ultrasonic sensor. The experiments show that the proposed method is very useful for time consuming measurements, if the observed process can be assumed to be sparse. Also, the adaptive method increases the overall system performance with respect to the number of measurements. © 2017 IEEE.","Conference paper","Final","Scopus"
"A threat modeling method based on Kalman filter for UAV path planning","2017","Proceedings of the 29th Chinese Control and Decision Conference, CCDC 2017","10.1109/CCDC.2017.7979170","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028082599&doi=10.1109%2fCCDC.2017.7979170&partnerID=40&md5=d9c31a98feb5bc89547f2d8f32a90d46","For low altitude penetration task, unmanned aerial vehicles (UAVs) need to accomplish its task with collision free. However, due to the uncertainties in the flight environment, the application of UAV is undoubtedly affected in the actual complex flight environment. This paper presents a method based on Kalman filter to evaluate the risk of UAVs under the precondition of distance sensor noise, GPS sensor noise and model estimation noise, aiming to provide the security flight space. Meanwhile, experimental results verify the correctness of the algorithm. © 2017 IEEE.","Conference paper","Final","Scopus"
"Professional midwifery in Guatemala: A qualitative exploration of perceptions, attitudes and expectations among stakeholders","2017","Social Science and Medicine","10.1016/j.socscimed.2017.05.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019123805&doi=10.1016%2fj.socscimed.2017.05.005&partnerID=40&md5=1738aff4a553b8466b218c462fe5f7cf","Background Despite recommendations that women give birth with a skilled birth attendant (SBA), 70% of births in Guatemala occur outside health facilities with informally trained traditional birth attendants (TBAs). To increase SBA in rural, indigenous communities, a professional midwifery school accredited by the government is scheduled to open in 2017. Drawing from Filby's model on barriers to the successful integration of professional midwifery into health systems, this paper aims to identify threats - and facilitators-toward professional midwifery's re-introduction in Guatemala. Methods To elucidate perceptions, attitudes and expectations towards professional midwifery, qualitative, in-depth interviews were conducted with 32 physicians, nurses, and TBAs in six health centers and with key decision makers and professional midwives (PMs) in Guatemala City. We conducted open and axial coding in Atlas.ti and performed normative comparisons of participants’ attitudes, perceptions, and expectations with the National Vision for professional midwifery and relative comparisons within and across disciplinary subgroups. Results Unprompted, physicians, nurses and TBAs were unable to correctly define professional midwifery. Yet, when professional midwifery was defined for them, they expressed willingness to work with PMs, seeing them as a needed human resource, instrumental in providing intercultural care and strengthening facility relationships with TBAs. Some stakeholders anticipated resistance toward PMs due to provider turf issues. Notable differences in expectations among all groups included ideas for supervision of and by the PMs and the PM's role in monitoring women and conducting births in communities alongside TBAs. Conclusions Facilitators to professional midwifery's success include national political will, stakeholders’ uniformity of vision, and the potential for improved intercultural care. Barriers are mostly professional in nature, including impediments to autonomous practice by PMs, hierarchical challenges, and turf issues. A specific road map addressing the identified barriers is needed for professional midwifery to succeed in reducing maternal health disparities in Guatemala. © 2017 Elsevier Ltd","Article","Final","Scopus"
"On the throughput of cognitive radio MIMO systems assisted with UAV relays","2017","2017 13th International Wireless Communications and Mobile Computing Conference, IWCMC 2017","10.1109/IWCMC.2017.7986412","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027870891&doi=10.1109%2fIWCMC.2017.7986412&partnerID=40&md5=1febc76de74fe3d7c119137af1b2c5e4","We analyze the achievable rates of a cognitive radio MIMO system assisted by an unmanned aerial vehicle (UAV) relay. The primary user (PU) and the secondary user (SU) aim to communicate to the closest primary base station (BS) via a multi-access channel through the same UAV relay. The SU message is then forwarded from the primary BS to the secondary network with a certain incentive reward as a part of the cooperation protocol between both networks. We propose a special linear precoding scheme to enable the SU to exploit the PU free eigenmodes. We, also, present the expression of the power maximizing both primary and secondary rates under power budget, relay power, and interference constraints. In the numerical results, we evaluate the PU and SU rates of proposed scheme with respect to various problem parameters. We also highlight the effect of the UAV altitude on the SU and PU rates. Finally, we show that the relay matrix variation affects both rates that reach their peaks at different values of the matrix. © 2017 IEEE.","Conference paper","Final","Scopus"
"High resolution orthomosaics of African coral reefs: A tool for wide-scale benthic monitoring","2017","Remote Sensing","10.3390/rs9070705","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85022347152&doi=10.3390%2frs9070705&partnerID=40&md5=6b3a007be075184d114ac001aa682488","Coral reefs play a key role in coastal protection and habitat provision. They are also well known for their recreational value. Attempts to protect these ecosystems have not successfully stopped large-scale degradation. Significant efforts have been made by government and research organizations to ensure that coral reefs are monitored systematically to gain a deeper understanding of the causes, the effects and the extent of threats affecting coral reefs. However, further research is needed to fully understand the importance that sampling design has on coral reef characterization and assessment. This study examines the effect that sampling design has on the estimation of seascape metrics when coupling semi-autonomous underwater vehicles, structure-from-motion photogrammetry techniques and high resolution (0.4 cm) underwater imagery. For this purpose, we use FRAGSTATS v4 to estimate key seascape metrics that enable quantification of the area, density, edge, shape, contagion, interspersion and diversity of sessile organisms for a range of sampling scales (0.5 m × 0.5 m, 2 m × 2 m, 5 m × 5 m, 7 m × 7 m), quadrat densities (from 1-100 quadrats) and sampling strategies (nested vs. random) within a 1655 m2 case study area in Ponta do Ouro Partial Marine Reserve (Mozambique). Results show that the benthic community is rather disaggregated within a rocky matrix; the embedded patches frequently have a small size and a regular shape; and the population is highly represented by soft corals. The genus Acropora is the more frequent and shows bigger colonies in the group of hard corals. Each of the seascape metrics has specific requirements of the sampling scale and quadrat density for robust estimation. Overall, the majority of the metrics were accurately identified by sampling scales equal to or coarser than 5 m × 5 m and quadrat densities equal to or larger than 30. The study indicates that special attention needs to be dedicated to the design of coral reef monitoring programmes, with decisions being based on the seascape metrics and statistics being determined. The results presented here are representative of the eastern South Africa coral reefs and are expected to be transferable to coral reefs with similar characteristics. The work presented here is limited to one study site and further research is required to confirm the findings. © 2017 by the authors.","Article","Final","Scopus"
"Task assignment and route planning method of cooperative attack for manned/unmanned aerial vehicles","2017","Proceedings of 2017 IEEE International Conference on Unmanned Systems, ICUS 2017","10.1109/ICUS.2017.8278335","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050954026&doi=10.1109%2fICUS.2017.8278335&partnerID=40&md5=fca541c3c714967f8be3c1f23bc5f45f","This paper proposed a task assignment and route planning method of cooperative attack for manned/unmanned aerial vehicles. Firstly, mathematical model of cooperative task assignment and route planning are built. Secondly, Multi-task management method based on discrete particle swarm optimization is proposed, and route planning method based on Dubins is introduced. Finally, task assignment and route planning models are built and simulation study verifies the effectiveness of the proposed method. © 2017 IEEE.","Conference paper","Final","Scopus"
"Embedded real-time multi-baseline stereo","2017","Proceedings - IEEE International Conference on Robotics and Automation","10.1109/ICRA.2017.7989615","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028019035&doi=10.1109%2fICRA.2017.7989615&partnerID=40&md5=9e96e540c80efcaad109e75046bc8ece","Dense depth map estimation from stereo cameras has many applications in robotic vision, e.g., obstacle detection, especially when performed in real-time. The range in which depth values can be accurately estimated is usually limited for two-camera stereo setups due to the fixed baseline between the cameras. In addition, two-camera setups suffer from wrong depth estimates caused by local minima in the matching cost functions. Both problems can be alleviated by adding more cameras as this creates multiple baselines of different lengths and since multi-image matching leads to unique minima. However, using more cameras usually comes at an increase in run-time. In this paper, we present a novel embedded system for multi-baseline stereo. By exploiting the parallelization capabilities within FPGAs, we are able to estimate a depth map from multiple cameras in real-time. We show that our approach requires only little more power and weight compared to a two-camera stereo system. At the same time, we show that our system produces significantly better depth maps and is able to handle occlusion of some cameras, resulting in the redundancy typically desired for autonomous vehicles. Our system is small in size and leight-weight and can be employed even on a MAV platform with very strict power, weight, and size requirements. © 2017 IEEE.","Conference paper","Final","Scopus"
"Vision based lane change detection using true flow features","2017","IEEE Conference on Intelligent Transportation Systems, Proceedings, ITSC","10.1109/ITSC.2017.8317954","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046268290&doi=10.1109%2fITSC.2017.8317954&partnerID=40&md5=37db4484a60af8e1a8b88e3f91b02132","Detection of lane change maneuvers of other traffic participants is one key element looking at highly automated driving and future driver assistance systems. A wide number of publications have shown approaches exploiting solely high level features from processed sensor data. Looking at low level features, vision based systems offer high potential for the tasks of lane change detection in the image domain, like the positioning of objects relative to the lane markings or the evaluation of their movement towards adjacent lanes. Among conventional image processing algorithms deployed, optical flow is an appropriate approach towards the latter task, that is affected by translation and rotation of the ego vehicle. In this paper we introduce true flow as an addition to conventional optical flow. Translational and rotational influence of ego motion is eliminated, allowing to estimate solely the observed object behavior. Features for lane change detection are presented and their invariance is shown under variable conditions, using simulation data. Experimental evaluation shows feature performance and predictability based on a real world data test set. © 2017 IEEE.","Conference paper","Final","Scopus"
"Graph Constraints in Urban Computing: Dealing with Conditions in Processing Urban Data","2017","Proceedings - 2017 IEEE International Conference on Internet of Things, IEEE Green Computing and Communications, IEEE Cyber, Physical and Social Computing, IEEE Smart Data, iThings-GreenCom-CPSCom-SmartData 2017","10.1109/iThings-GreenCom-CPSCom-SmartData.2017.171","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047345271&doi=10.1109%2fiThings-GreenCom-CPSCom-SmartData.2017.171&partnerID=40&md5=4cb32ff196e9ac7a7d92f2fd16b38d99","Smart Cities is a world-wide initiative leading to better exploit the resources in a city in order to offer higher level services to people. In this context, urban computing is a process of acquisition, integration, and analysis of big and heterogeneous data generated by a diversity of sources in urban spaces, such as sensors, traffic devices, vehicles, buildings, and humans, to tackle the major issues that cities face, e.g. air pollution, increased energy consumption and traffic congestion. The majority of these information can be represented as graphs, such as the transportation network, in which places (nodes) are connected by some form of public transportation (edges). A vision of the 'city of the future', or even the city of the present, rests on the integration of science and technology through information systems. This vision requires a re-thinking of the relationships between technology, government, city managers, business, academia and the research community. This position paper presents our views towards developing techniques for querying and evolving graph-modeled datasets based on user-defined constraints. Our focus is to show how these techniques can be applied to effectively retrieve urban data and have automated mechanisms that guarantee data consistency. © 2017 IEEE.","Conference paper","Final","Scopus"
"Security of autonomous vehicle as a cyber-physical system","2017","2017 7th International Symposium on Embedded Computing and System Design, ISED 2017","10.1109/ISED.2017.8303906","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050699159&doi=10.1109%2fISED.2017.8303906&partnerID=40&md5=2be7b2d6f0f0a58b5e4e7d49c0166e20","Security of (semi)-autonomous vehicles is a growing concern due to, first, the growing reliance of car functionalities on diverse (semi)-autonomous systems; second, the increased exposure of the such functionalities to potential attackers; third, the interaction of a single vehicle with myriads of other smart systems in an modern urban traffic infrastructure. In this paper, we review the security objectives of Autonomous Vehicle (AV) and argue that AV is a kind of Cyber-Physical System (CPS) for control and operations of the vehicle. We attempt to identify the core issues of securing an AV by modeling an AV as a special kind of CPS, which tend to be implemented by a complex interconnected embedded system hardware. Subsequently, the technical challenges of AV security are identified. © 2017 IEEE.","Conference paper","Final","Scopus"
"General model for automatic design optimisation of aerodynamic components. Wind tunnel case study; [Modelo general para la optimización automática del diseño de componentes aerodinámicos. Caso de estudio: Túnel de viento]","2017","Dyna (Spain)","10.6036/8144","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021906137&doi=10.6036%2f8144&partnerID=40&md5=7bb4a319faa0e86af2f9d8b1bedaf195","Trial and error is still the current approach for the design of many complex aerodynamic components, although extensive research is being carried out in automated optimisation methods. Thereafter these designs are computer simulated using Computational Fluid Dynamics (CFD). Some optimisation tools are used, at most, for the final fine-tuning. This paper proposes the use of a robust, efficient and automated optimisation methodology throughout the whole design process. The use of these methodologies can yield improved yet not conventional designs, while reducing the design cycle time. This paper presents the development of an original, general methodology based on a multi-attribute, structured optimisation, following a so-called Hybrid Direct Search (HDS), which combines genetic, gradient and swarm search intelligence. An example case study of a wind tunnel shape optimisation is presented. The main contributions of this paper are the exploitation of the concepts of variable hierarchy and variable value change (i.e. optimisation phases) and the HDS optimisation method, which allows for an intelligent and efficient direct search in complex aerodynamic problems in which the use of surrogate based optimisation is not accurate enough. This optimisation methodology is applicable to advanced aerodynamic design in cars, aircraft, high-speed trains, etc.","Article","Final","Scopus"
