"Title","Year","Source title","DOI","Link","Abstract","Document Type","Publication Stage","Source"
"Use of fisheye Parrot Bebop 2 images for 3D modelling using commercial photogrammetric software","2018","International Archives of the Photogrammetry, Remote Sensing and Spatial Information Sciences - ISPRS Archives","10.5194/isprs-archives-XLII-2-813-2018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048364508&doi=10.5194%2fisprs-archives-XLII-2-813-2018&partnerID=40&md5=13fb3fbffa33e488ce693f8e27ef9ccd","Fisheye camera installed on-board mass market UAS are becoming very popular and it is more and more frequent the use of such platforms for photogrammetric purposes. The interest of wide-angles images for 3D modelling is confirmed by the introduction of fisheye models in several commercial software packages. The paper exploits the different mathematical models implemented in the most famous commercial photogrammetric software packages, highlighting the different processing pipelines and analysing the achievable results in terms of checkpoint residuals, as well as the quality of the delivered 3D point clouds. A two-step approach based on the creation of undistorted images has been tested too. An experimental test has been carried out using a Parrot Bebop 2 UAS by performing a flight over an historical complex located near Piacenza (Northern Italy), which is characterized by the simultaneous presence of horizontal, vertical and oblique surfaces. Different flight configurations have been tested to evaluate the potentiality and possible drawbacks of the previously mentioned UAS platform. Results confirmed that the fisheye images acquired with the Parrot Bebop 2 are suitable for 3D modelling, ensuring accuracies of the photogrammetric blocks of the order of the GSD (about 0.05 m normal to the optic axis in case of a flight height equal to 35 m). The generated point clouds have been compared to a reference scan, acquired by means of a MS60 MultiStation, resulting in differences below 0.05 in all directions. © Authors 2018. CC BY 4.0 License.","Conference paper","Final","Scopus"
"Trusted 5G Vehicular Networks: Blockchains and Content-Centric Networking","2018","IEEE Vehicular Technology Magazine","10.1109/MVT.2018.2813422","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045767910&doi=10.1109%2fMVT.2018.2813422&partnerID=40&md5=9c2c23296bf6a3cdebaa051c8f2c96e5","Vehicular communications, though a reality, must continue to evolve to support higher throughput and, above all, ultralow latency to accommodate new use cases, such as the fully autonomous vehicle. Cybersecurity must be assured since the risk of losing control of vehicles if a country were to come under attack is a matter of national security. This article presents the technological enablers that ensure security requirements are met. Under the umbrella of a dedicated network slice, this article proposes the use of content-centric networking (CCN), instead of conventional transmission control protocol/Internet protocol (TCP/IP) routing and permissioned blockchains that allow for the dynamic control of the source reliability, and the integrity and validity of the information exchanged. © 2005-2012 IEEE.","Article","Final","Scopus"
"Emerging trends in vehicular communication networks","2018","Emerging Wireless Communication and Network Technologies: Principle, Paradigm and Performance","10.1007/978-981-13-0396-8_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053736596&doi=10.1007%2f978-981-13-0396-8_3&partnerID=40&md5=619ea48ed1246df7a02ae6dc5ec5b2fb","The potential of connected and autonomous vehicles can be greatly magnified by the synergistic exploitation of a variety of upcoming communication technologies that may be embedded in next-generation vehicles, and by the adoption of context-aware approaches at both the communication and the application levels. In this chapter, we discuss the emerging trends, potential issues, and most promising research directions in the area of intelligent vehicular communication networks, with special attention to the use of different types of data for multi-objective optimizations, including extremely large capacity and reliable information dissemination among automotive nodes. © Springer Nature Singapore Pte Ltd. 2018.","Book chapter","Final","Scopus"
"How Advances in Imaging Will Affect Precision Radiation Oncology","2018","International Journal of Radiation Oncology Biology Physics","10.1016/j.ijrobp.2018.01.047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046356881&doi=10.1016%2fj.ijrobp.2018.01.047&partnerID=40&md5=86dfe3ef73afeb128eebb6472c4a7ffe","Radiation oncology is 1 of the most structured disciplines in medicine. It is of a highly technical nature with reliance on robotic systems to deliver intervention, engagement of diverse expertise, and early adoption of digital approaches to optimize and execute the application of this highly effective cancer treatment. As a localized intervention, the dependence on sensitive, specific, and accurate imaging to define the extent of disease, its heterogeneity, and adjacency to normal tissues directly affects the therapeutic ratio. Image-based in vivo temporal monitoring of the response to treatment enables adaptation and further affects the therapeutic ratio. Thus, more precise intervention will enable fractionation schedules that better interoperate with advances such as immunotherapy. In the data set–rich era that promises precision and personalized medicine, the radiation oncology field will integrate these new data into highly protocoled pathways of care that begin with multimodality prediction and enable patient-specific adaptation of therapy based on quantitative measures of the individual's dose–volume temporal trajectory and midtherapy predictions of response. In addition to advancements in computed tomography imaging, emerging technologies, such as ultra-high-field magnetic resonance and molecular imaging will bring new information to the design of treatments. Next-generation image guided radiation therapy systems will inject high specificity and sensitivity data and stimulate adaptive replanning. In addition, a myriad of pre- and peritherapeutic markers derived from advances in molecular pathology (eg, tumor genomics), automated and comprehensive imaging analytics (eg, radiomics, tumor microenvironment), and many other emerging biomarkers (eg, circulating tumor cell assays) will need to be integrated to maximize the benefit of radiation therapy for an individual patient. We present a perspective on the promise and challenges of fully exploiting imaging data in the pursuit of personalized radiation therapy, drawing from the presentations and broader discussions at the 2016 American Society of Therapeutic Radiation Oncology–National Cancer Institute workshop on Precision Medicine in Radiation Oncology (Bethesda, MD). © 2018","Article","Final","Scopus"
"Using image analysis for quantitative assessment of needle bladder rust disease of Norway spruce","2018","Plant Pathology","10.1111/ppa.12842","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042599103&doi=10.1111%2fppa.12842&partnerID=40&md5=b6c2690d3620d9b36d605aada696c82c","High elevation spruce forests of the European Alps are frequently infected by the needle rust Chrysomyxa rhododendri, a pathogen causing remarkable defoliation, reduced tree growth and limited rejuvenation. Exact quantification of the disease severity on different spatial scales is crucial for monitoring, management and resistance breeding activities. Based on the distinct yellow discolouration of attacked needles, it was investigated whether image analysis of digital photographs can be used to quantify disease severity and to improve phenotyping compared to conventional assessment in terms of time, effort and application range. The developed protocol for preprocessing and analysis of digital RGB images enabled identification of disease symptoms and healthy needle areas on images obtained in ground surveys (total number of analysed images n = 62) and by the use of a semiprofessional quadcopter (n = 13). Obtained disease severities correlated linearly with results obtained by manual counting of healthy and diseased needles for all approaches, including images of individual branches with natural background (R2 = 0.87) and with black background (R2 = 0.95), juvenile plants (R2 = 0.94), and top views and side views of entire tree crowns of adult trees (R2 = 0.98 and 0.88, respectively). Results underline that a well-defined signal related to needle bladder rust symptoms of Norway spruce can be extracted from images recorded by standard digital cameras and using drones. The presented protocol enables precise and time-efficient quantification of disease symptoms caused by C. rhododendri and provides several advantages compared to conventional assessment by manual counting or visual estimations. © 2018 The Authors. Plant Pathology published by John Wiley & Sons Ltd on behalf of British Society for Plant Pathology.","Article","Final","Scopus"
"Anti-pursuit evasion strategy of an unmanned surface vehicle; [水面无人艇的抗追捕-逃跑策略]","2018","Harbin Gongcheng Daxue Xuebao/Journal of Harbin Engineering University","10.11990/jheu.201705092","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053881688&doi=10.11990%2fjheu.201705092&partnerID=40&md5=9714d2626ac7c2c78206dd0404b92965","Aiming at ""Swarm Tactics"" of unmanned surface vehicle (USVs) proposed by the Navy of the United States of America, this study analyzed the evasion path planning strategy of a USV when it is hunted by several enemy USVs. The actual volume and maneuverability constraints of USVs were considered in the cluttered environments. A threat area modeling method of enemy USVs was proposed based on Apollonius circle and safety margin. The encompassed-state set and the anti-pursuit evasion strategy set were obtained based on the threat area, and the escape direction of USV was adjusted in accordance with the mapping relationship between the two sets. Results show that the strategy in the paper could effectively prevent our USVs from being captured by the enemy. It demonstrated active significance for improving the environmental adaption and autonomy of USVs. © 2018, Editorial Department of Journal of HEU. All right reserved.","Article","Final","Scopus"
"ADS-B mixed SUAS and NAS system capacity analysis and DAA performance","2018","ICNS 2018 - Integrated Communications, Navigation, Surveillance Conference","10.1109/ICNSURV.2018.8384838","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049997030&doi=10.1109%2fICNSURV.2018.8384838&partnerID=40&md5=36e1acd96ad56b4eeb9fdddee699f4a3","Automatic Dependent Surveillance-Broadcast (ADS-B) technology was introduced more than twenty years ago to improve surveillance within the US National Airspace Space (NAS) as well as in many other countries. Via the NextGen initiative, implementation of ADS-B technology across the US is planned in stages between 2012 and 2025. ADS-B's automatic one second epoch packet transmission exploits on-board GPS-derived navigational information to provide position information, as well as other information including vehicle identification, ground speed, vertical rate and track angle. The purpose of this technology is to improve surveillance data accuracy and provide access to better situational awareness to enable operational benefits such as shorter routes, reduced flight time and fuel burn, and reduced traffic delays, and to allow air traffic controllers to manage aircraft with greater safety margins. Other than the limited amount of information bits per packet that can be sent, ADS-B's other hard-limit limitation is capacity. Small unmanned aircraft systems (sUAS) can utilize limited ADS-B transmission power, in general, thus allowing this technology to be considered for use within a combined NAS and sUAS environment, but the potential number and density of sUAS predicted for future deployment calls into question the ability of ADS-B systems to meet the resulting capacity requirement. Hence, studies to understand potential limitations of ADS-B to fulfill capacity requirements in various sUAS scenarios are of great interest. In this paper we, validate/improve on, previous work performed by the MITRE Corporation concerning sUAS power and capacity in a sUAS and General Aviation (GA) mixed environment. In addition, we implement its inherent media access control layer capacity limitations which was not shown in the MITRE paper. Finally, a simple detect and avoid (DAA) algorithm is implemented to display that ADS-B technology is a viable technology for a mixed NAS/sUAS environment even in proposed larger mixed density environments. © 2018 IEEE.","Conference paper","Final","Scopus"
"Strategic Expansion and Management of Chemical Libraries for Drug Discovery","2018","Bulletin of the Korean Chemical Society","10.1002/bkcs.11478","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048292793&doi=10.1002%2fbkcs.11478&partnerID=40&md5=dac654483a2a6912bfbe5c91c2dfa9fe","The extensive chemical space provides options of selecting molecules that are unique and diverse to build a truly custom made screening chemical library. Finding the right compound from a high-throughput screening (HTS) that could be optimized to a drug candidate is no simple task. Selecting meaningful compounds from a multitude of commercially available compounds is critical; over the years Institut Pasteur Korea (IPK), whose mission is to eliminate the global threat of infectious disease, had built a selected chemical library of commercially available and proprietary compounds sensitive to encompass structural diversity aspect. To obtain structural diversity, lead-like Bemis–Murcko substructures were generated from IPK legacy collections, and those compounds with different Bemis–Murcko substructures were selected. Furthermore, structural fingerprints were used to select diverse subsets of compounds. Based on the analyses of whole structures and substructures, we selected a diverse set to utilize against several infectious diseases models provided at IPK. We implemented a strategic approach to managing the chemical library by taking into consideration the stability of compounds while maintaining compounds integrity. Automated liquid handlers were used to compress and replicate the chemical libraries into various concentrations. Emerging infectious diseases are on the rise and unpredictable in the global health landscape; using unique and carefully selected compounds for screening can make a difference in finding our next drug candidate at IPK. © 2018 Korean Chemical Society, Seoul & Wiley-VCH Verlag GmbH & Co. KGaA, Weinheim","Article","Final","Scopus"
"Reconstruction of Single Image from Multiple Blurry Measured Images","2018","IEEE Transactions on Image Processing","10.1109/TIP.2018.2811048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042851897&doi=10.1109%2fTIP.2018.2811048&partnerID=40&md5=8be86b42d826179888529df95e8750d7","The problem of blind image recovery using multiple blurry images of the same scene is addressed in this paper. To perform blind deconvolution, which is also called blind image recovery, the blur kernel and image are represented by groups of sparse domains to exploit the local and nonlocal information such that a novel joint deblurring approach is conceived. In the proposed approach, the group sparse regularization on both the blur kernel and image is provided, where the sparse solution is promoted by ℓ1-norm. In addition, the reweighted data fidelity is developed to further improve the recovery performance, where the weight is determined by the estimation error. Moreover, to reduce the undesirable noise effects in group sparse representation, distance measures are studied in the block matching process to find similar patches. In such a joint deblurring approach, a more sophisticated two-step interactive process is needed in which each step is solved by means of the well-known split Bregman iteration algorithm, which is generally used to efficiently solve the proposed joint deblurring problem. Finally, numerical studies, including synthetic and real images, demonstrate that the performance of this joint estimation algorithm is superior to the previous state-of-the-art algorithms in terms of both objective and subjective evaluation standards. The recovery results of real captured images using unmanned aerial vehicles are also provided to further validate the effectiveness of the proposed method. © 2012 IEEE.","Article","Final","Scopus"
"Progressive ad-hoc route reconstruction using distributed UAV relays after a large-scale failure","2018","IEEE Wireless Communications and Networking Conference, WCNC","10.1109/WCNC.2018.8377012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049221569&doi=10.1109%2fWCNC.2018.8377012&partnerID=40&md5=c216bb9556c4f5d89039978615058006","In this paper, we address a route reconstruction problem using Unmanned Aerial Vehicles (UAVs) after a large-scale disaster where stationary ad-hoc networks are severely destructed. The main goal of this paper is to improve routing performance in a progressive manner by reconnecting partitioned networks through dispatched UAV relays. Our proposed algorithm uses two types of UAVs: global and local UAVs to collaboratively find the best deployment position in a dynamically changing environment. To obtain terrestrial network connectivity information and extract high-level network topology, we exploit the concept of strongly connected component in graph theory. Based on the understanding from a global point view, global UAVs recommend the most effective deployment positions to local UAVs so that they are deployed as relays in more critically disrupted areas. Simulation-based experiments validate that our distributed route reconstruction algorithm outperforms a counterpart algorithm in terms of steady-state and dynamic routing performance. © 2018 IEEE.","Conference paper","Final","Scopus"
"A novel inverse method for automatic UAV line patrolling with magnetic sensors","2018","2018 IEEE International Symposium on Electromagnetic Compatibility and 2018 IEEE Asia-Pacific Symposium on Electromagnetic Compatibility, EMC/APEMC 2018","10.1109/ISEMC.2018.8393825","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050109849&doi=10.1109%2fISEMC.2018.8393825&partnerID=40&md5=745eccc7b88bf6368006ea8a71e02d11","As the trunk of the power system, defects of the overhead transmission lines may result in failure of power system operation. Therefore, line patrolling, which means inspection of the transmission lines should be carried out in a regular routine. This article proposes a novel automatic transmission line patrolling method using UAV and magnetic sensors. Geometric relationship and relative position models are proposed to inverse the location and current of the conductor via optimization algorithms. A simulation platform of three-phase AC transmission lines is established and the feasibility of the two models is verified. A parabola fitting method is exploited to simulate the line sag of the transmission system. The inverse result can be used to guide UAV's patrolling around the line. This method makes UAV autonomous patrolling possible, which brings about lower cost, higher efficiency and broad prospect. © 2018 IEEE.","Conference paper","Final","Scopus"
"Building UAV-Based Testbeds for Autonomous Mobility and Beamforming Experimentation","2018","2018 IEEE International Conference on Sensing, Communication and Networking, SECON Workshops 2018","10.1109/SECONW.2018.8396345","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050546036&doi=10.1109%2fSECONW.2018.8396345&partnerID=40&md5=a08d5c8ae041dcb1419177b75ff56a0c","Unmanned aerial vehicles have been deployed in many applications such as search and rescue, reconnaissance, and disaster recovery. However, UAV mobility can threaten the ability to maintain robust transmissions in practical deployments. On one hand, advanced software methodologies and extensive experiments are required to ensure safe and autonomous flights. On the other hand, to unlock additional capacity in drone communications, additional techniques must be leveraged such as directionality via MIMO-based beamforming, requiring accurate channel information to be fed back in- flight. Software defined radio (SDR) platforms play a major role in filling these gaps in multiple frequency bands, customizable design, and performance characterization. In this work, we present the hardware setup as well as software architecture of our proposed testbed leveraged for two different applications: autonomous mobility and beamforming. In the autonomous mobility case, we build a robust UAV-control framework on a customizable drone platform using MAVLink. Our experiments have demonstrated the feasibility of intelligent automated flight patterns. In the beamforming case, we implement a beamforming scheme on a drone-based SDR platform and evaluate its performance in various contexts. Our evaluations reveal that the drone-based beamforming can improve throughput significantly over conventional schemes. © 2018 IEEE.","Conference paper","Final","Scopus"
"Exploiting multi-vendor vulnerabilities as back-doors to counter the threat of rogue small unmanned aerial systems","2018","Proceedings of the 1st ACM MobiHoc Workshop on Mobile IoT Sensing, Security, and Privacy, Mobile IoT SSP 2018","10.1145/3215466.3215467","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052068057&doi=10.1145%2f3215466.3215467&partnerID=40&md5=adab3e01161e73b5245b229bf2666b94","A recent trend for many malicious actors, such as: (1) terrorists in Iraq and Syria, (2) lone Wolf domestic terrorists, (3) drug cartels, or (4) espionage-minded corporations, has been to use commercialoff- the-shelf (COTS) small unmanned aerial systems (sUAS) (i.e., drones) that can circumvent ground-based defenses to attack or spy on targets, to transport contraband, or to steal information. Because of the low cost of COTS sUAS and the prior success of these uses, this trend is increasing at an alarming rate, leading to the need to counter the malicious usage of sUAS (i.e., rogue sUAS). Researchers, the armed forces, and technologists have all proposed disparate solutions to this problem. There are no comprehensive and compact solutions capable of effectively tracking, identifying, and actively neutralizing the threats associated with rogue sUAS. Thus, we have developed a mobile cyber solution, using rigorous penetration testing across the top sUAS COTS vendors. Based on the market share of these top vendors, our approach is applicable to approximately 90% of all COTS sUAS.We demonstrate that hard-topatch vulnerabilities (i.e., vulnerabilities that exist across all the top vendors of sUAS) can be used as back-doors to counter the threat of rouge sUAS. Our solution can be launched from a standard laptop or Android mobile device with an external antenna, and is capable of tracking, identifying, and disrupting all Parrot and 3DR sUAS, as well as almost all DJI sUAS (i.e., renders them incapable of video flight) within a 300-meter radius. © 2018 Association for Computing Machinery.","Conference paper","Final","Scopus"
"Vehicular cloud: Overview and security issues","2018","2018 14th International Conference on Development and Application Systems, DAS 2018 - Proceedings","10.1109/DAAS.2018.8396075","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050301658&doi=10.1109%2fDAAS.2018.8396075&partnerID=40&md5=44d66569ad9587359ad80e14aad964fb","Vehicular communications, from inter and intra-vehicle communications, up to the newer paradigms of Vehicular Cloud, have been a research topic which was closer to reality than many other topics. The weak implementation of Vehicular Ad-Hoc Networks (VANETs) due to the lack of standardization and commercial interest have consisted a basis for future research and implementations. Vehicular Cloud applications are now a reality (Apple CarPlay, BMW Connected Drive) and are expanding at an exponential rate. Also, the power of the many sensors and components in cars nowadays, are giving the opportunity to send important data about the driving experience, road safety issues and facilitate the use of applications for the people in cars. Of course, with the more information being sent, the more the opportunities for hackers to retrieve sensitive data. Security is one of the most important features, because not only data can be lost, but human lives are at stake, because of the autonomous facilities implemented. This paper, presents a brief overview of the concepts in Vehicular Cloud, with an accent placed on security aspects. Vulnerabilities and threats are presented, as well as solutions presented in technical studies, like the usage of cryptographic principles. © 2018 IEEE.","Conference paper","Final","Scopus"
"Investigation report on underwater damage detection using laser proximtity sensors","2018","2018 Advances in Science and Engineering Technology International Conferences, ASET 2018","10.1109/ICASET.2018.8376848","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049943836&doi=10.1109%2fICASET.2018.8376848&partnerID=40&md5=bdcecb8cf7d63bb9ea93a0a273f0fbc1","The underwater is a crucial area, particularly for commercial divers. The duration and complexity of diver's work, makes it extremely life threatening. This issue is often disregarded since the applications used in it are extremely restricted. To reduce exposure to hazards, this paper investigates the possibility of deploying ROV to detect underwater damage using laser proximity sensor which allows for non-contact measurement to examine the surface construction of ship's hulls in favor of ensuring the structural inspections. This is a novel innovation technological application, by utilizing this technology the drone will have the ability to examine the ship and detect any damage by scanning the submerged surface of marine ships and receive accurate damage position information. © 2018 IEEE.","Conference paper","Final","Scopus"
"GIS-based detection of terraced landscape heritage: comparative tests using regional DEMs and UAV data","2018","Applied Geomatics","10.1007/s12518-018-0205-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046679117&doi=10.1007%2fs12518-018-0205-7&partnerID=40&md5=c137d002b812bd18c47c1ea19b5e21be","The analysis of terraced heritage has implications in many different fields of study, as it is shaped itself by natural, socioeconomic, and cultural dynamics. Given that their abandonment impoverishes territories and communities and raises natural, especially hydrogeological hazards, and that their deactivation leads to a loss of cultural identity, this paper aims to study rapid mapping systems for their detection. Since a deep relation between high land division and the use of terraces for the exploitation of territories has been recognized, a first detection method is based on cadastral maps. The joint use of regional-scale digital elevation models (DEMs) and cadastral dataset polygons, based on a model that typically uses GIS analyses, identifies areas with a high probability of terracing. A second method is based on the use of new technologies for very high-scale data collection. The DEM models derived from UAV (unmanned aerial vehicle) photogrammetry, given their ability to determine the micro-topographical characterization of the terrain as well as the most expensive on-site techniques, can be considered an excellent low-cost means by which to locate terraced heritage. The proposed work includes comparative testing between methods implying GIS-based analysis of slope models. It aims to highlight the effectiveness of using both methods: regional-scale DEMs and cadastral maps to detect a high probability of terrace localization, and DEMs derived from the use of low-altitude aerial data and structure from motion (SfM) algorithms, which have greatly and effectively increased the use of aerial drone photogrammetry. © 2018, The Author(s).","Article","Final","Scopus"
"Magnesium-Based Micromotors: Water-Powered Propulsion, Multifunctionality, and Biomedical and Environmental Applications","2018","Small","10.1002/smll.201704252","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048342072&doi=10.1002%2fsmll.201704252&partnerID=40&md5=810904e26fb5a1f2f6838d06f7118c04","The new capabilities and functionalities of synthetic micro/nanomotors open up considerable opportunities for diverse environmental and biomedical applications. Water-powered micromachines are particularly attractive for realizing many of these applications. Magnesium-based motors directly use water as fuel to generate hydrogen bubbles for their propulsion, eliminating the requirement of common toxic fuels. This Review highlights the development of new Mg-based micromotors and discusses the chemistry that makes it extremely attractive for micromotor applications. Understanding these Mg properties and its transient nature is essential for controlling the propulsion efficiency, lifetime, and overall performance. The unique and attractive behavior of Mg offers significant advantages, including efficient water-powered movement, remarkable biocompatibility, controlled degradation, convenient functionalization, and built-in acid neutralization ability, and has paved the way for multifunctional micromachines for diverse real-life applications, including operation in living animals. A wide range of such Mg motor-based applications, including the detection and destruction of environmental threats, effective in-vivo cargo delivery, and autonomous release, have been demonstrated. In conclusion, the current challenges, future opportunities, and performance improvements of the Mg-based micromotors are discussed. With continuous innovation and attention to key challenges, it is expected that Mg-based motors will have a profound impact on diverse biomedical and environmental applications. © 2018 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim","Review","Final","Scopus"
"Duplicate suppression for efficient floating car data collection in heterogeneous LTE-DSRC vehicular networks","2018","Computer Communications","10.1016/j.comcom.2018.03.015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044517617&doi=10.1016%2fj.comcom.2018.03.015&partnerID=40&md5=7d01e5c121d5a1cde5fab3bfe8186d29","Collecting data from a large number of agents scattered over a region of interest is becoming an increasingly appealing paradigm to feed big data archives that lay the ground for a vast array of applications. Vehicular Floating Car Data (FCD) collection is a major representative of this paradigm. Massive data collection from floating vehicles is the key to Intelligent Transportation Systems. We address the design and performance evaluation of a data collection protocol for the use case of periodic data collection. We target robustness, optimizing the amount of data and the value of the collection period, keeping in mind the goals of autonomous node operation and minimal coordination effort. From a system point of view, we believe that best solutions should jointly exploit the Long Term Evolution (LTE) cellular access network and the Dedicated Short-Range Communication (DSRC) based Vehicular Ad Hoc Network (VANET). Through a detailed comparative analysis, we show that such a hybrid approach offers superior performance, especially as for offloading the cellular radio access. A lightweight signaling procedure is designed, based on the DSRC VANET, which is able to avoid most of the duplicated data records, even if a distributed operation approach is pursued. The impact of the proposed protocol on the VANET load is evaluated and proved to be quite small, so that it does not interfere with other VANET-specific messages. © 2018 Elsevier B.V.","Article","Final","Scopus"
"Airborne visual detection of small unmanned aircraft systems with and without ADS-B","2018","2018 IEEE/ION Position, Location and Navigation Symposium, PLANS 2018 - Proceedings","10.1109/PLANS.2018.8373450","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048900881&doi=10.1109%2fPLANS.2018.8373450&partnerID=40&md5=4cd99fb7b49b545edda76441d4acda47","One key challenge of integrating Unmanned Aircraft Systems (UAS) platforms into the National Airspace System is the potential for midair collisions between manned aircraft and the unmanned system. The lack of an established UAS benchmark for Detect, Sense and Avoid Systems put the preponderance of avoidance efforts on manned aircraft pilots to visually see and avoid potential collision threats. The small size, unusual configurations, and diverse operational applications of unmanned systems make UAS platforms difficult to visually identify. This paper sought to determine the mean visibility distance of small UAS systems (sUAS) to an alerted pilot flying a general aviation aircraft in visual meteorological conditions (VMC). The study evaluated mean visibility distance to various small UAS platforms based on a scripted set of UAS convergence conditions. The study utilized a quantitative, experimental design in which a general aviation aircraft was flown into a UAS operations area. Study pilots were instructed to locate a flying UAS aircraft without bearing assistance. Both the UAS and manned aircraft were assigned vertically de-conflicted altitudes with the UAS aircraft executing a series of converging and crossing courses relative to the manned aircraft. The distance at which the pilot visually located the UAS platform was timestamped and electronically recorded via a GPS tracking device. The various conditions were statistically analyzed to determine significant visibility differences among the various convergence conditions. © 2018 IEEE.","Conference paper","Final","Scopus"
"Crashing Simulated Planes is Cheap: Can Simulation Detect Robotics Bugs Early?","2018","Proceedings - 2018 IEEE 11th International Conference on Software Testing, Verification and Validation, ICST 2018","10.1109/ICST.2018.00040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048422987&doi=10.1109%2fICST.2018.00040&partnerID=40&md5=6f2c7ee2be59479f05669c3e947f0301","Robotics and autonomy systems are becoming increasingly important, moving from specialised factory domains to increasingly general and consumer-focused applications. As such systems grow ubiquitous, there is a commensurate need to protect against potentially catastrophic harm. System-level testing in simulation is a particularly promising approach for assuring robotics systems, allowing for more extensive testing in realistic scenarios and seeking bugs that may not manifest at the unit-level. Ideally, such testing could find critical bugs well before expensive field-testing is required. However, simulations can only model coarse environmental abstractions, contributing to a common perception that robotics bugs can only be found in live deployment. To address this gap, we conduct an empirical study on bugs that have been fixed in the widely used, open-source ArduPilot system. We identify bug-fixing commits by exploiting commenting conventions in the version-control history. We provide a quantitative and qualitative evaluation of the bugs, focusing on characterising how the bugs are triggered and how they can be detected, with a goal of identifying how they can be best identified in simulation, well before field testing. To our surprise, we find that the majority of bugs manifest under simple conditions that can be easily reproduced in software-based simulation. Conversely, we find that system configurations and forms of input play an important role in triggering bugs. We use these results to inform a novel framework for testing for these and other bugs in simulation, consistently and reproducibly. These contributions can inform the construction of techniques for automated testing of robotics systems, with the goal of finding bugs early and cheaply, without incurring the costs of physically testing for bugs in live systems. © 2018 IEEE.","Conference paper","Final","Scopus"
"On the design of secure user authenticated key management scheme for multigateway-based wireless sensor networks using ECC","2018","International Journal of Communication Systems","10.1002/dac.3514","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042545252&doi=10.1002%2fdac.3514&partnerID=40&md5=7a8ae3e206f78eac3d9ec03335184fb9","In wireless sensor networks (WSNs), there are many critical applications (for example, healthcare, vehicle tracking, and battlefield), where the online streaming data generated from different sensor nodes need to be analyzed with respect to quick control decisions. However, as the data generated by these sensor nodes usually flow through open channel, so there are higher chances of various types of attacks either on the nodes or on to the data captured by these nodes. In this paper, we aim to design a new elliptic curve cryptography–based user authenticated key agreement protocol in a hierarchical WSN so that a legal user can only access the streaming data from generated from different sensor nodes. The proposed scheme is based upon 3-factor authentication, as it applies smart card, password, and personal biometrics of a user (for ticket generation). The proposed scheme maintains low computation cost for resource-constrained sensor nodes, as it uses efficient 1-way cryptographic hash function and bitwise exclusive-OR operations for secure key establishment between different sensor nodes. The security analysis using the broadly accepted Burrows-Abadi-Needham logic, formal security verification using the popular simulation tool (automated validation of Internet security protocols and applications), and informal security show that the proposed scheme is resilient against several well-known attacks needed for a user authentication scheme in WSNs. The comparison of security and functionality requirements, communication and computation costs of the proposed scheme, and other related existing user authentication schemes shows the superior performance of the proposed scheme. Copyright © 2018 John Wiley & Sons, Ltd.","Article","Final","Scopus"
"2018 IEEE Long Island Systems, Applications and Technology Conference, LISAT 2018","2018","2018 IEEE Long Island Systems, Applications and Technology Conference, LISAT 2018","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049899902&partnerID=40&md5=3c17dc1f5fa8422f7ebaac022b0ff598","The proceedings contain 33 papers. The topics discussed include: evaluation of routing protocols with FTP and P2P; 360° color and depth mapping of an indoor room: Microsoft Kinect 2.0; non-electromagnetic monitoring remote mental events; analysis of ping of death DoS and DDoS attacks; mobile multimedia health applications and their potential impact on the human population; an automated region-of-interest segmentation for optic disc extraction; PCB noise visualization system; methods for graphical analysis of measurements; FPGA-based satisfiability filters for deep packet inspection; design, development and testing an academic repository; analysis of routing protocols in an emergency communications center; internet of things in health care using fog computing; wearable knee joint angle measurement system based on force sensitive resistors; multi-node partial-mesh network communication via AT commands; security implementation using present-puffin protocol in RFID devices; an improved novel key management protocol for RFID systems; cybersecurity and privacy issues when applying railway technologies to intelligent roadway systems; digital computer simulation of an electronic analog computer; quantum dot gate non-volatile memory as single level cell (SLC), multi-level cell (MLC) and triple level cell (TLC); and DOA-based localization algorithms under NLOS conditions.","Conference review","Final","Scopus"
