title,abstract,URLs,venue,date
Risk Adversarial Learning System for Connected and Autonomous Vehicle Charging,"In this article, the design of a rational decision support system (RDSS) for a connected and autonomous vehicle charging infrastructure (CAV-CI) is studied. In the considered CAV-CI, the distribution system operator (DSO) deploys electric vehicle supply equipment (EVSE) to provide an electrical vehicle (EV) charging facility for human-driven connected vehicles (CVs) and AVs. The charging request by the human-driven EV becomes irrational when it demands more energy and charging period than its actual need. Therefore, the scheduling policy of each EVSE must be adaptively accumulated the irrational charging request to satisfy the charging demand of both CVs and autonomous vehicles (AVs). To tackle this, we formulate an RDSS problem for the DSO, where the objective is to maximize the charging capacity utilization by satisfying the laxity risk of the DSO. Thus, we devise a rational reward maximization problem to adapt the irrational behavior by CVs in a data-informed manner. We propose a novel risk adversarial multiagent learning system (RAMALS) for CAV-CI to solve the formulated RDSS problem. In RAMALS, the DSO acts as a centralized risk adversarial agent (RAA) for informing the laxity risk to each EVSE. Subsequently, each EVSE plays the role of a self-learner agent to adaptively schedule its own EV sessions by coping advice from RAA. The experiment results show that the proposed RAMALS affords around 46.6% improvement in charging rate, about 28.6% improvement in the EVSE’s active charging time, and at least 33.3% more energy utilization, as compared to a currently deployed ACN EVSE system, and other baselines.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9703673,IEEE Internet of Things Journal,2022-08-15
Mitigating Traffic Remapping Attacks in Autonomous Multihop Wireless Networks,"Multihop wireless networks with autonomous nodes are susceptible to selfish traffic remapping attacks (TRAs). Nodes launching TRAs leverage the underlying channel access function to receive an unduly high Quality of Service (QoS) for packet flows traversing source-to-destination routes. TRAs are easy to execute, impossible to prevent, difficult to detect, and harmful to the QoS of honest nodes. Recognizing the need for providing QoS security, we use a novel network-oriented QoS metric to propose a self-enforcing game-theoretic mitigation approach. By switching between TRA and honest behavior, selfish nodes engage in a noncooperative multistage game in pursuit of high QoS. We analyze feasible node strategies and design a distributed signaling mechanism called DISTRESS, under which, given certain conditions, the game produces a desirable outcome: after an upper bounded play time, honesty tends to become a selfish node’s best reply behavior, while yielding acceptable QoS to most or all nodes. We verify these findings by Monte Carlo and ns-3 simulations of static and mobile nodes.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9684538,IEEE Internet of Things Journal,2022-08-01
Detection and Blind Channel Estimation for UAV-Aided Wireless Sensor Networks in Smart Cities Under Mobile Jamming Attack,"Unmanned aerial vehicles (UAVs) can be integrated into wireless sensor networks (WSNs) for smart city applications in several ways. Among them, a UAV can be employed as a relay in a “store-carry and forward” fashion by uploading data from ground sensors and metering devices and, then, downloading it to a central unit. However, both the uploading and downloading phases can be prone to potential threats and attacks. As a legacy from traditional wireless networks, the jamming attack is still one of the major and serious threats to UAV-aided communications, especially when also the jammer is mobile, e.g., it is mounted on a UAV or inside a terrestrial vehicle. In this article, we investigate anti-jamming communications for UAV-aided WSNs operating over doubly selective channels in the downloading phase. In such a scenario, the signals transmitted by the UAV and the malicious mobile jammer undergo both time dispersion due to multipath propagation effects and frequency dispersion caused by their mobility. To suppress high-power jamming signals, we propose a blind physical-layer technique that jointly detects the UAV and jammer symbols through serial disturbance cancelation based on symbol-level post-sorting of the detector output. Amplitudes, phases, time delays, and Doppler shifts—required to implement the proposed detection strategy—are blindly estimated from data through the use of algorithms that exploit the almost-cyclostationarity properties of the received signal and the detailed structure of multicarrier modulation format. Simulation results corroborate the anti-jamming capabilities of the proposed method, for different mobility scenarios of the jammer.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9634169,IEEE Internet of Things Journal,2022-07-15
Bift: A Blockchain-Based Federated Learning System for Connected and Autonomous Vehicles,"Machine learning (ML) algorithms are essential components in autonomous driving. In most existing connected and autonomous vehicles (CAVs), a large amount of driving data collected from multiple vehicles are sent to a central server for unified training. However, data privacy and security have become crucial during the data-sharing process. Federated learning (FL) for data security has arisen nowadays, and it can improve the data privacy of distribute machine learning. However, the malicious attackers can still be able to attack the training process. Due to the complete reliance on the central server, FL is very fragile. To address the above problem, we propose Bift: 1) a fully decentralized ML system combined with FL and 2) blockchain to provide a privacy-preserving ML process for CAVs. Bift enables distributed CAVs to train ML models locally using their own driving data and then to upload the local models to get a better global model. More importantly, Bift provides a consensus algorithm named Proof of Federated Learning to resist possible adversaries. We evaluate the performance of Bift and demonstrate that Bift is scalable and robust, and can defend against malicious attacks.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9650783,IEEE Internet of Things Journal,2022-07-15
A Lightweight and Privacy-Preserving Mutual Authentication and Key Agreement Protocol for Internet of Drones Environment,"With accelerated advances in various technologies, drones, better known as unmanned aerial vehicles (UAVs), are increasingly commonplace and consequently have a more pronounced impact on society. For example, Internet of Drones (IoD), a new communication paradigm offering fundamental navigation assistance and access to information, has widespread applications ranging from agricultural drones in farming to surveillance drones in the COVID-19 pandemic. The increasingly prominent role of IoD in our society also reinforces the importance of securing such systems against various data privacy and security threats. Operationally, it can be challenging to adopt conventional off-the-shelf security products in an IoD system due to the underpinning characteristics of drones (e.g., dynamic and open communication channel). Therefore in this article, we propose a lightweight and privacy-preserving mutual authentication and key agreement protocol, hereafter referred to as PMAP. The latter uses a physical unclonable function (PUF) and chaotic system to support mutual authentication and establish a secure session key between communication entities in the IoD system. To be specific, PMAP consists of two schemes, namely: 1)  ${\mathrm{ PMAP}}^{D2Z}$  (that mutually authenticates drone and zone service provider (ZSP) and establishes secure session keys) and 2)  ${\mathrm{ PMAP}}^{D2D}$  (that mutually authenticates drones and establishes secure session keys). In addition, PMAP supports conditional privacy preserving so that the genuine identity of drones can only be revealed by trusted ZSPs. We evaluate the security of PMAP using automated validation of Internet security protocols and application (AVISPA), as well as provide formal and informal security analysis to show the resilience of PMAP against various security attacks. We also evaluate the performance of PMAP through extensive experiments and compare its performance with existing AKA and IBE-Lite schemes, whose findings show that PMAP achieves better performance in terms of computation cost, energy consumption, and communication overhead.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9745033,IEEE Internet of Things Journal,2022-06-15
MD-GAN-Based UAV Trajectory and Power Optimization for Cognitive Covert Communications,"This article investigates the covert performance of an unmanned aerial vehicle (UAV) jammer-assisted cognitive radio (CR) network. In particular, the covert transmission of secondary users can be effectively protected by UAV jamming against the eavesdropping. For practical consideration, the UAV is assumed to only know certain partial channel distribution information (CDI), whereas not to know the detection threshold of an eavesdropper. For this sake, we propose a model-driven generative adversarial network (MD-GAN)-assisted optimization framework, consisting of a generator and a discriminator, where the unknown channel information and the detection threshold are learned weights. Then, a GAN-based joint trajectory and power optimization (GAN-JTP) algorithm is developed to train the MD-GAN optimization framework for covert communication, which results in the joint solution of the UAV’s trajectory and transmits power to maximize the covert rate and the probability of detection errors. Our simulation results show that the proposed GAN-JTP with a rapid convergence speed can attain near-optimal solutions of the UAV’s trajectory and transmit power for the covert communication.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9584882,IEEE Internet of Things Journal,2022-06-15
Energy-Efficient and Secure Communication Toward UAV Networks,"Wireless networks ensure the unmanned aerial vehicles (UAVs) communicate and cooperate with each other, which plays an indispensable role among UAVs. The two crucial challenges in UAV wireless networks are energy saving and security. The current lightweight communication approaches lead to insufficient robustness of the encrypted transmission that is insecure. To address this issue, we propose a secure transmission approach with energy efficiency toward UAVs networks. We design a lightweight symmetric encryption algorithm based on SM4 and the relevant key negotiation and update mechanism to protect the confidentiality of communication contents. Moreover, a modified aggregative BLS signature scheme, together with the Merkle Hash tree (MHT), is introduced to guarantee the integrity and authenticity of data packets in transmission. Furthermore, we propose an online/offline revocable identity-based group signature (OORIBGS) scheme and integrate it into our framework for UAV anonymity, traceability, as well as revocability with small key management cost and high efficiency. We give detailed security analysis and prove that our proposal has the properties of data confidentiality, integrity, and authenticity, as well as identity traceability and anonymity. Moreover, we apply our approach in the UAVs networks and evaluate the runtime and anti-attack performance. The experimental results show that the proposed method can be effectively used in UAVs secure communication.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9560132,IEEE Internet of Things Journal,2022-06-15
Blockchain and PUF-Based Lightweight Authentication Protocol for Wireless Medical Sensor Networks,"Due to the emergence of heterogeneous Internet of Medical Things (IoMT) (e.g., wearable health devices, smartwatch monitoring, and automated insulin delivery systems), large volumes of patient data are dispatched to central cloud servers for disease analysis and diagnosis. Although this direct mode brings a lot of convenience for both patients and medical professionals (MPs), the open communication channel between them also incurs several security and privacy issues, such as man-in-the-middle attacks, eavesdropping attacks, and tracking attacks. Based on the unsolved challenges in wireless medical sensor networks (WMSNs), several researchers have proposed various authentication and key agreement (AKA) protocols for this type of healthcare system recently. However, most of these protocols do not perceive physical-layer security and over-centralized server problem in WMSN. In this article, to address these two open problems, we propose a lightweight and reliable authentication protocol for WMSN, which is composed of cutting-edge blockchain technology and physically unclonable functions (PUFs). In addition, a fuzzy extractor scheme is introduced to deal with biometric information. Subsequently, two security evaluation methods are used to prove the high reliability of our proposed scheme. Finally, performance evaluation experiments illustrate that the proposed mutual authentication protocol requires the least computation and communication cost among the compared schemes.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9559388,IEEE Internet of Things Journal,2022-06-01
Autonomous Driving Security: State of the Art and Challenges,"The autonomous driving industry has mushroomed over the past decade. Although autonomous driving has undoubtedly become one of the most promising technologies of this century, its development faces multiple challenges, of which security is the major concern. In this article, we present a thorough analysis of autonomous driving security. First, the attack surface of autonomous driving is presented. After an analysis of the operation of autonomous driving in terms of key components and technologies, the security of autonomous driving is elaborated in four dimensions: 1) sensors; 2) operating system; 3) control system; and 4) vehicle-to-everything (V2X) communication. Sensor security is examined from five components, which are mainly responsible for self-positioning and environmental perception. The analysis of operating system security, the second dimension, is concentrated on the robot operating system. Concerning the control system security, the controller area network is approached mainly from vulnerabilities and protection measures. The fourth dimension, V2X communication security, is probed from four categories of attacks: 1) authenticity/identification; 2) availability; 3) data integrity; and 4) confidentiality with corresponding solutions. Moreover, the drawbacks of existing methods adopted in the four dimensions are also provided. Finally, a conceptual multilayer defense framework is proposed to secure the information flow from external communication to the physical autonomous vehicle.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9625017,IEEE Internet of Things Journal,2022-05-15
Blockchain-Based Cross-Domain Authentication for Intelligent 5G-Enabled Internet of Drones,"While 5G can facilitate high-speed Internet access and make over-the-horizon control a reality for unmanned aerial vehicles (UAVs; also known as drones), there are also potential security and privacy considerations, for example, authentication among drones. Centralized authentication approaches not only suffer from a single point of failure but they are also incapable of cross-domain authentication. This complicates the cooperation of drones from different domains. To address these limitations, a blockchain-based cross-domain authentication scheme for intelligent 5G-enabled Internet of drones is proposed in this article. Our approach employs multiple signatures based on threshold sharing to build an identity federation for collaborative domains. This allows us to support domain joining and exiting. Reliable communication between cross-domain devices is achieved by utilizing smart contract for authentication. The session keys are negotiated to secure subsequent communication between two parties. Our security and performance evaluations show that the proposed scheme is resistant to common attacks targeting Internet of Things (IoT) devices (including drones), as well as demonstrating its effectiveness and efficiency.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9540762,IEEE Internet of Things Journal,2022-04-15
BCC: Blockchain-Based Collaborative Crowdsensing in Autonomous Vehicular Networks,"The vehicular crowdsensing, which benefits from edge computing devices (ECDs) distributedly selecting autonomous vehicles (AVs) to complete the sensing tasks and collecting the sensing results, represents a practical and promising solution to facilitate the autonomous vehicular networks (AVNs). With frequent data transaction and rewards distribution in the crowdsensing process, how to design an integrated scheme which guarantees the privacy of AVs and enables the ECDs to earn rewards securely while minimizing the task execution cost (TEC) therefore becomes a challenge. To this end, in this article, we develop a blockchain-based collaborative crowdsensing (BCC) scheme to support secure and efficient vehicular crowdsensing in AVNs. In the BCC, by considering the potential attacks in the crowdsensing process, we first develop a secure crowdsensing environment by designing a blockchain-based transaction architecture to deal with privacy and security issues. With the designed architecture, we then propose a coalition game with a transferable reward to motivate AVs to cooperatively execute the crowdsensing tasks by jointly considering the requirements of the tasks and the available sensing resources of AVs. After that, based on the merge and split rules, a coalition formation algorithm is designed to help each ECD select a group of AVs to form the optimal crowdsensing coalition (OCC) with the target of minimizing the TEC. Finally, we evaluate the TEC of the task and the rewards of the ECDs by comparing the proposed scheme with other schemes. The results show that our scheme can lead to a lower TEC for completing crowdsensing tasks and bring higher rewards to ECDs than the conventional schemes.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9515441,IEEE Internet of Things Journal,2022-03-15
Evaluating Adversarial Attacks on Driving Safety in Vision-Based Autonomous Vehicles,"In recent years, many deep learning models have been adopted in autonomous driving. At the same time, these models introduce new vulnerabilities that may compromise the safety of autonomous vehicles. Specifically, recent studies have demonstrated that adversarial attacks can cause a significant decline in detection precision of deep learning-based 3-D object detection models. Although driving safety is the ultimate concern for autonomous driving, there is no comprehensive study on the linkage between the performance of deep learning models and the driving safety of autonomous vehicles under adversarial attacks. In this article, we investigate the impact of two primary types of adversarial attacks, perturbation attacks, and patch attacks, on the driving safety of vision-based autonomous vehicles rather than the detection precision of deep learning models. In particular, we consider two state-of-the-art models in vision-based 3-D object detection: 1) Stereo R-CNN and 2) DSGN. To evaluate driving safety, we propose an end-to-end evaluation framework with a set of driving safety performance metrics. By analyzing the results of our extensive evaluation experiments, we find that: 1) the attack’s impact on the driving safety of autonomous vehicles and the attack’s impact on the precision of 3-D object detectors are decoupled and 2) the DSGN model demonstrates stronger robustness to adversarial attacks than the Stereo R-CNN model. In addition, we further investigate the causes behind the two findings with an ablation study. The findings of this article provide a new perspective to evaluate adversarial attacks and guide the selection of deep learning models in autonomous driving.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9493770,IEEE Internet of Things Journal,2022-03-01
Access Control Protocol for Battlefield Surveillance in Drone-Assisted IoT Environment,"Surveillance drones, called as unmanned aerial vehicles (UAVs), are aircrafts that are utilized to collect video recordings, still images, or live video of the targets, such as vehicles, people or specific areas. Particularly in battlefield surveillance, there is high possibility of eavesdropping, inserting, modifying or deleting the messages during communications among the deployed drones and ground station server (GSS). This leads to launch several potential attacks by an adversary, such as main-in-middle, impersonation, drones hijacking, replay attacks, etc. Moreover, anonymity and untraceability are two crucial security properties that need to be maintained in battlefield surveillance communication environment. To deal with such a crucial security problem, we propose a new access control protocol for battlefield surveillance in drone-assisted Internet of Things (IoT) environment, called ACPBS-IoT. Through the detailed security analysis using formal and informal (nonmathematical), and also the formal security verification under automated software simulation tool, we show that the proposed ACPBS-IoT can resist several potential attacks needed in a battlefield surveillance scenario. Furthermore, the testbed experiments for various cryptographic primitives have been performed for measuring the execution time. Finally, a detailed comparative study on communication and computational overheads, and security, as well as functionality features, reveals that the proposed ACPBS-IoT provides superior security and more functionality features, and better or comparable overheads than other existing competing access control schemes.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9312672,IEEE Internet of Things Journal,2022-02-15
Fully Onboard AI-Powered Human-Drone Pose Estimation on Ultralow-Power Autonomous Flying Nano-UAVs,"Many emerging applications of nano-sized unmanned aerial vehicles (UAVs), with a few cm<sup>2</sup> form-factor, revolve around safely interacting with humans in complex scenarios, for example, monitoring their activities or looking after people needing care. Such sophisticated autonomous functionality must be achieved while dealing with severe constraints in payload, battery, and power budget (&#x007E;<b>100mW</b>). In this work, we attack a complex task going from perception to control: to estimate and maintain the nano-UAV&#x2019;s relative 3-D pose with respect to a person while they freely move in the environment&#x2014;a task that, to the best of our knowledge, has never previously been targeted with fully onboard computation on a nano-sized UAV. Our approach is centered around a novel vision-based deep neural network (DNN), called Frontnet, designed for deployment on top of a parallel ultra-low power (PULP) processor aboard a nano-UAV. We present a vertically integrated approach starting from the DNN model design, training, and dataset augmentation down to 8-bit quantization and deployment in-field. PULP-Frontnet can operate in real-time (up to <b>135 frame/s</b>), consuming less than <b>87 mW</b> for processing at peak throughput and down to <b>0.43 mJ/frame</b> in the most energy-efficient operating point. Field experiments demonstrate a closed-loop top-notch autonomous navigation capability, with a tiny 27-g Crazyflie 2.1 nano-UAV. Compared against an ideal sensing setup, onboard pose inference yields excellent drone behavior in terms of median absolute errors, such as positional (onboard: <b>41cm</b>, ideal: <b>26 cm</b>) and angular (onboard: <b>3.7&#x00B0;</b>, ideal: <b>4.1&#x00B0;</b>). We publicly release videos and the source code of our work.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9462495,IEEE Internet of Things Journal,2022-02-01
RAMP-IoD: A Robust Authenticated Key Management Protocol for the Internet of Drones,"Internet of Drones (IoD) is the interconnection of unmanned aerial vehicles or drones deployed for collecting sensitive data to be used in critical applications. The drones transmit the collected data to the control room (CR) for analysis, while CR sends control commands to the drone to monitor their operations. This exchange of information between the drones and CR takes place through a wireless communication channel, which is susceptible to various security risks. Therefore, it is vital to ensure the confidentiality and integrity of such information in the IoD environment. To this end, authenticated key management (AKM) protocols can be leveraged to provide reliable and secure communication. However, due to the peculiarities associated with IoD environments, it is challenging to devise a robust and resource-efficient AKM protocol. To tackle this challenge, in this article, we propose a robust AKM protocol for IoD (RAMP-IoD). RAMP-IoD uses lightweight cryptography-based authenticated encryption primitive and elliptic-curve cryptography along with a hash function to perform the AKM process. Moreover, RAMP-IoD verifies the user’s authenticity and then sets up a session key (SK) between the user and a specific drone for indecipherable communications. We verify the security of SK using the random oracle model. Scyther-based validation demonstrates that RAMP-IoD is protected against replay and man-in-the-middle attacks. Moreover, the informal analysis illustrates that RAMP-IoD is secure against various covert security attacks. Through a comparative study, we also demonstrate that RAMP-IoD provides enhanced security with low storage, communication, and computational overheads as compared to related AKM protocols.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9446966,IEEE Internet of Things Journal,2022-01-15
Robust Coordinated Hybrid Source Seeking With Obstacle Avoidance in Multivehicle Autonomous Systems,"In multivehicle autonomous systems that operate under unknown or adversarial environments, it is a challenging task to simultaneously achieve source seeking and obstacle avoidance. Indeed, even for single-vehicle systems, smooth time-invariant feedback controllers based on navigation or barrier functions have been shown to be highly susceptible to arbitrarily small jamming signals that can induce instability in the closed-loop system, or that are able to stabilize spurious equilibria in the operational space. When the location of the source is further unknown, adaptive smooth source seeking dynamics based on averaging theory may suffer from similar limitations. In this article, we address this problem by introducing a class of novel distributed hybrid model-free controllers, that achieve robust source seeking and obstacle avoidance in multivehicle autonomous systems, with vehicles characterized by nonlinear continuous-time dynamics stabilizable by hybrid feedback. The hybrid source seeking law switches between a family of cooperative gradient-free controllers, derived from potential fields that satisfy mild invexity assumptions. The stability and robustness properties of the closed-loop system are analyzed using Lyapunov tools and singular perturbation theory for set-valued hybrid dynamical systems. The theoretical results are validated via numerical and experimental tests.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9345457,IEEE Transactions on Automatic Control,2022-01-01
UAVs-Aided Delay-Tolerant Blockchain Secure Offline Transactions in Post-Disaster Vehicular Networks,"Vehicular networks which are paralyzed by natural disasters is faced with communication dilemma. Through building a decentralized communication network, unmanned aerial vehicles (UAVs) with high mobility and flexibility are expected to be the solution to the post-disaster vehicular networks. The blockchain technology has been widely used in UAV networks to provision the prompt security of distributed communications. However, existing works ignore the dynamics of the network in that due to high mobility, distributed UAVs cannot timely connect to the backbone to synchronize blockchain transactions. The delay of synchronization can result in severe security issues. On addressing the issues, this paper proposes UAVs-aided blockchain offline transactions to ensure the security and effectiveness of delay-tolerant blockchain transactions when UAVs are offline. In specific, we consider vehicle-to-vehicle (V2V) charging transactions in post-disaster vehicular networks. By establishing offline channel between charging and discharging electric vehicles (EVs) by hashed time locked contract (HTLC), we design a UAVs aided penalty algorithm with accountable assertions to prevent deposit forging attacks and double-spending attacks. In addition, considering the selfishness of EVs, a Stackelberg game based incentive scheme is developed to encourage EVs to participate the offline transactions and to improve their trust values. By suing the mechanisms above, our proposal addresses the security of offline EV charging, as well as the selfishness of participant. Using extensive simulations, we demonstrate that the proposed scheme can realize secure transactions among EVs and can effectively improve the utilities of EVs through the comparison with conventional schemes.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9802738,IEEE Transactions on Vehicular Technology,2022-01-01
A Secure and Lightweight Drones-Access Protocol for Smart City Surveillance,"The rising popularity of ICT and the Internet has enabled Unmanned Aerial Vehicle (UAV) to offer advantageous assistance to Vehicular Ad-hoc Network (VANET), realizing a relay node’s role among the disconnected segments in the road. In this scenario, the communication is done between Vehicles to UAVs (V2U), subsequently transforming into a UAV-assisted VANET. UAV-assisted VANET allows users to access real-time data, especially the monitoring data in smart cities using current mobile networks. Nevertheless, due to the open nature of communication infrastructure, the high mobility of vehicles along with the security and privacy constraints are the significant concerns of UAV-assisted VANET. In these scenarios, Deep Learning Algorithms (DLA) could play an effective role in the security, privacy, and routing issues of UAV-assisted VANET. Keeping this in mind, we have devised a DLA-based key-exchange protocol for UAV-assisted VANET. The proposed protocol extends the scalability and uses secure bitwise XOR operations, one-way hash functions, including user’s biometric verification when users and drones are mutually authenticated. The proposed protocol can resist many well-known security attacks and provides formal and informal security under the Random Oracle Model (ROM). The security comparison shows that the proposed protocol outperforms the security performance in terms of running time cost and communication cost and has effective security features compared to other related protocols.",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85121397641&origin=inward,IEEE Transactions on Intelligent Transportation Systems,2022-01-01
SFNet-N: An Improved SFNet Algorithm for Semantic Segmentation of Low-Light Autonomous Driving Road Scenes,"In recent years, considerable progress has been made in semantic segmentation of images with favorable environments. However, the environmental perception of autonomous driving under adverse weather conditions is still very challenging. In particular, the low visibility at nighttime greatly affects driving safety. In this paper, we aim to explore image segmentation in low-light scenarios, thereby expanding the application range of autonomous vehicles. The segmentation algorithms for road scenes based on deep learning are highly dependent on the volume of images with pixel-level annotations. Considering the scarcity of labeled large-scale nighttime data, we performed synthetic data collection and data style transfer using images acquired in daytime based on the autonomous driving simulation platform and generative adversarial network, respectively. In addition, we also proposed a novel nighttime segmentation framework (SFNET-N) to effectively recognize objects in dark environments, aiming at the boundary blurring caused by low semantic contrast in low-illumination images. Specifically, the framework comprises a light enhancement network which introduces semantic information for the first time and a segmentation network with strong feature extraction capability. Extensive experiments with Dark Zurich-test and Nighttime Driving-test datasets show the effectiveness of our method compared with existing state-of-the art approaches, with 56.9% and 57.4% mIoU (mean of category-wise intersection-over-union) respectively. Finally, we also performed real-vehicle verification of the proposed models in road scenes of Zhenjiang city with poor lighting. The datasets are available at https://github.com/pupu-chenyanyan/semantic-segmentation-on-nightime.",https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85131187859&origin=inward,IEEE Transactions on Intelligent Transportation Systems,2022-01-01
"Detection and Isolation of Sensor Attacks for Autonomous Vehicles: Framework, Algorithms, and Validation","This paper investigates the cyber-security problem for autonomous vehicles under sensor attacks. In particular, a model-based framework is proposed which can detect sensor attacks and identify their sources in order to achieve the secure localization of self-driving vehicles. To ensure robustness of the vehicle against cyber-attacks, sensor redundancy is introduced, that is to deploy multiple sensors, each of which provides real-time pose observations of the vehicle. A bank of attack detectors is developed to capture anomalies in each sensor measurement, which is a combination of an extended Kalman filter (EKF) and a cumulative sum (CUSUM) discriminator. EKFs are employed to estimate the vehicle position and orientation recursively, while each CUSUM discriminator is designed to analyze the residual generated by its combined EKF to detect the possible deviation of the sensor measurement from the expected pose derived according to the mathematical model of the vehicle. To monitor the inconsistency amongst multiple sensor measurements, an auxiliary detector is introduced which fuses observations from multiple sensors. Based on the results of all the detectors, a rule-based isolation scheme is developed to identify the source anomalous sensor. The effectiveness of our proposed framework has been demonstrated on real vehicle data.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9430762,IEEE Transactions on Intelligent Transportation Systems,2022-01-01
CSG: Classifier-Aware Defense Strategy Based on Compressive Sensing and Generative Networks for Visual Recognition in Autonomous Vehicle Systems,"Visual classification algorithms based-on Deep Neural Networks (DNN) have been widely adopted in autonomous vehicle design. However, DNN suffers from adversarial attacks including pixel attacks and patch attacks, and its adoption may introduce new vulnerability into such security-critical scenarios. Existing defense techniques only focus on defending against one category, either pixel attacks or patch attacks, but does not translate to the other. Hence, the design of a practical comprehensive real-time defense algorithm for DNN-based classifiers presents a challenging task in this adversarial context. This paper attempts to address the abovementioned problem by combining Compressive Sensing with Generative neural networks (CSG) to construct an efficient defense framework, in conjunction with the proposal of a classifier-aware adversarial training way. Extensive experiments have been conducted using the LISA road sign dataset to evaluate the performance of CSG. The results show its superiority in comprehensively defending adversarial examples generated using attacks including CW-L2, FGSM and Sticker, compared with other state-of-the-art defense techniques.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9713747,IEEE Transactions on Intelligent Transportation Systems,2022-01-01
A Systematic Solution of Human Driving Behavior Modeling and Simulation for Automated Vehicle Studies,"Though automated vehicles (AVs) are believed to play a crucial role in future transport, human driving vehicles will share the road with automated vehicles for a relatively long period. So, we need to enable automated vehicles to run along with human drivers especially when they may have conflicts in the right of way. One key problem is how to appropriately model human driving behaviors and quickly simulate their actions when training/testing automated vehicles. Many existing models were originally built for traffic flow studies and may not be suitable for automated vehicles studies. In this paper, we propose a set of new principles of human driving behaviors modeling and simulations. Then, we propose a Data-Driven Simulator (D2Sim) model for human behavior learning, description, and vehicle interaction simulation. In contrast to conventional microscopic traffic flow models, the D2Sim is a trajectory generation model that accepts rich driving environment information (e.g., lane geometry, crosswalks, traffic signals, surrounding vehicles, etc.). Different from many empirical trajectory records replay models, we can arbitrarily set the long-term intentions of the simulated vehicles and intentionally design the corner cases that had not been observed in practice. In addition, the D2Sim adopts adversarial learning to comprehend complex yet stochastic human driving behaviors from empirical data. Testing results show that the proposed model can quickly generate high-resolution trajectory data for training and testing.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9767202,IEEE Transactions on Intelligent Transportation Systems,2022-01-01
Countering Adversarial Attacks on Autonomous Vehicles Using Denoising Techniques: A Review,"The evolution of automotive technology will eventually permit the automated driving system on the vehicle to handle all circumstances. Human occupants will be just passengers. This poses security issues that need to be addressed. This paper has two aims. The first one investigates strategies for robustifying scene analysis of adversarial road scenes. A taxonomy of the defense mechanisms for countering adversarial perturbations is initially presented, classifying those mechanisms in three major categories: those that modify the data, those that propose adding extra models, and those that focus on modifying the models deployed for scene analysis. Motivated by the limited number of surveys in the first category, we further analyze the approaches that utilize input transformation operations as countermeasures, further classifying them in supervised and unsupervised methods and highlighting both their strengths and weaknesses. The second aim of this paper is to publish CarlaScenes dataset produced using the CARLA simulator. An extensive evaluation study, on CarlaScenes, is performed testing the supervised deep learning approaches that have been either proposed for image restoration or adversarial noise removal. The study presents insights on the robustness of the aforementioned approaches in mitigating adversarial attacks in scene analysis operations.",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9678365,IEEE Open Journal of Intelligent Transportation Systems,2022-01-01
