titles	abstract	URL	useful?
Robust Decision Making for Autonomous Vehicles at Highway On-Ramps: A Constrained Adversarial Reinforcement Learning Approach	Reinforcement learning has demonstrated its potential in a series of challenging domains. However, many real-world decision making tasks involve unpredictable environmental changes or unavoidable perception errors that are often enough to mislead an agent into making suboptimal decisions and even cause catastrophic failures. In light of these potential risks, reinforcement learning with application in safety-critical autonomous driving domain remains tricky without ensuring robustness against environmental uncertainties (e.g., road adhesion changes or measurement noises). Therefore, this paper proposes a novel constrained adversarial reinforcement learning approach for robust decision making of autonomous vehicles at highway on-ramps. Environmental disturbance is modelled as an adversarial agent that can learn an optimal adversarial policy to thwart the autonomous driving agent. Meanwhile, observation perturbation is approximated to maximize the variation of the perturbed policy through a white-box adversarial attack technique. Furthermore, a constrained adversarial actor-critic algorithm is presented to optimize an on-ramp merging policy while keeping the variations of the attacked driving policy and action-value function within bounds. Finally, the proposed robust highway on-ramp merging decision making method of autonomous vehicles is evaluated in three stochastic mixed traffic flows with different densities, and its effectiveness is demonstrated in comparison with the competitive baselines.	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9994638	0
6G Connected Vehicle Framework to Support Intelligent Road Maintenance Using Deep Learning Data Fusion	The growth of IoT, edge and mobile Artificial Intelligence (AI) is supporting urban authorities exploit the wealth of information collected by Connected and Autonomous Vehicles (CAV), to drive the development of transformative intelligent transport applications for addressing smart city challenges. A critical challenge is timely and efficient road infrastructure maintenance. This paper proposes an intelligent hierarchical framework for road infrastructure maintenance that exploits the latest developments in 6G communication technologies, deep learning techniques, and mobile edge AI training approaches. The proposed framework abides with the stringent requirements of training efficient machine learning applications for CAV, and is able to exploit the vast numbers of CAVs forecasted to be present on future road networks. At the core of our framework is a novel Convolution Neural Networks (CNN) model which fuses imagery and sensory data to perform pothole detection. Experiments show the proposed model can achieve state of the art performance in comparison to existing approaches while being simple, cost-effective and computationally efficient to deploy. The proposed system can form part of a federated learning framework for facilitating large scale real-time road surface condition monitoring and support adaptive resource allocation for road infrastructure maintenance.	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10021225	0
Exploiting Multi-Modal Fusion for Urban Autonomous Driving Using Latent Deep Reinforcement Learning	Human driving decisions are the leading cause of road fatalities. Autonomous driving naturally eliminates such incompetent decisions and thus can improve traffic safety and efficiency. Deep reinforcement learning (DRL) has shown great potential in learning complex tasks. Recently, researchers investigated various DRL-based approaches for autonomous driving. However, exploiting multi-modal fusion to generate perception and motion prediction and then leveraging these predictions to train a latent DRL has not been targeted yet. To that end, we propose enhancing urban autonomous driving using multi-modal fusion with latent DRL. A single LIDAR sensor is used to extract bird's-eye view (BEV), range view (RV), and residual input images. These images are passed into LiCaNext, a real-time multi-modal fusion network, to produce accurate joint perception and motion prediction. Next, predictions are fed with another simple BEV image into the latent DRL to learn a complex end-to-end driving policy ensuring safety, efficiency, and comfort. A sequential latent model is deployed to learn more compact representations from inputs, leading to improved sampling efficiency for reinforcement learning. Our experiments are simulated on CARLA and evaluated against state-of-the-art DRL models. Results manifest that our method learns a better driving policy that outperforms other prevailing models. Further experiments are conducted to reveal the effectiveness of our proposed approach under different environments and varying weather conditions.	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9934803	0
HOOPOE: High Performance and Efficient Anonymous Handover Authentication Protocol for Flying Out of Zone UAVs	The unmanned aerial vehicles (UAVs) in military and civilian systems access sensitive data via cellular networks and are ubiquitous. Therefore, the number of handovers may increase, and the process of sharing authentication keys between drones to new drones may be vulnerable to eavesdropping due to the wireless connectivity. For example, a UAV initially served by cell A may be handed over to cell B after a certain point. Therefore, Security and privacy concerns raise if there is a change in the flight path of the UAV due to wide-area connectivity traffic management, including authentication threats as well as the leakage of identity, location, and flying routes. Also, drones are resource-constrained devices that cannot perform extensive operations, leading to the inability to resist drone capture attacks and impersonation attacks. Therefore, this paper presents a high-performance and efficient anonymous handover authentication protocol to secure the drone traveling path. The protocol utilizes the advantages of the AES-RSA algorithm to provide efficient and secure key management and a fast verification and signature generation that speeds up drone authentication. The protocol's security was proved using the formal verification ROR model and automated security verifier ProVerif tool to validate the protocol resistance against various attacks and provided forward secrecy. In addition, the performance of the proposed protocol is evaluated using the OMNeT++ simulator in terms of communication, computation cost, energy consumption, packet drop ratio, end-to-end delay, and throughput. The results showed that the protocol achieves better security, efficiency, and performance than other protocols.	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10082875	0
UAS-Borne Radar for Autonomous Navigation and Surveillance Applications	The autonomous navigation of UAS requires, among others, detect-and-avoid capability as a prerequisite for enabling wide-ranging applications, including the transportation of goods and people. This article presents the design, implementation, and experimental results of a UAS-borne radar system detecting drones. The applications of the proposed system include not only detect-and-avoid systems for safe and autonomous navigation of unmanned aircraft systems but also airborne surveillance of malicious drones in controlled or restricted airspace for mitigating security and privacy threats. The system performance in terms of maximum detection range is evaluated through field tests. The experimental results show that the proposed UAS-borne radar can detect a DJI Phantom 4 and a DJI Matrice 600 Pro at a maximum distance of 440 and 500 meters, respectively. The article also provides insights into the system implementation and integration aspects, discusses future research direction, and stresses the need for standardization efforts to benchmark the required performance levels for UAS-borne radars.	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10075053	0
Resilient and Safe Platooning Control of Connected Automated Vehicles Against Intermittent Denial-of-Service Attacks	Connected automated vehicles (CAVs) serve as a promising enabler for future intelligent transportation systems because of their capabilities in improving traffic efficiency and driving safety, and reducing fuel consumption and vehicle emissions. A fundamental issue in CAVs is platooning control that empowers a convoy of CAVs to be cooperatively maneuvered with desired longitudinal spacings and identical velocities on roads. This paper addresses the issue of resilient and safe platooning control of CAVs subject to intermittent denial-of-service (DoS) attacks that disrupt vehicle-to-vehicle communications. First, a heterogeneous and uncertain vehicle longitudinal dynamic model is presented to accommodate a variety of uncertainties, including diverse vehicle masses and engine inertial delays, unknown and nonlinear resistance forces, and a dynamic platoon leader. Then, a resilient and safe distributed longitudinal platooning control law is constructed with an aim to preserve simultaneous individual vehicle stability, attack resilience, platoon safety and scalability. Furthermore, a numerically efficient offline design algorithm for determining the desired platoon control law is developed, under which the platoon resilience against DoS attacks can be maximized but the anticipated stability, safety and scalability requirements remain preserved. Finally, extensive numerical experiments are provided to substantiate the efficacy of the proposed platooning method.	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9878288	0
AdvDDoS: Zero-Query Adversarial Attacks Against Commercial Speech Recognition Systems	Automatic speech recognition (ASR) has been widely and commercially employed in health care, autonomous vehicles, and finance. Yet, recent studies have shown that universal adversarial perturbations (UAPs) pose a serious threat to white-box ASR systems when the adversary has access to the target model. Until now, the impacts of such a threat on commercial systems are still open since their models are not publicly available. To understand the security weakness in the practical black-box setting, this paper introduces the first zero-query UAP attacks, called AdvDDoS, with black-box access to ASR systems: we do not need to pay any query expense to estimate UAPs. Specifically, we craft targeted UAPs under a popular feature extractor and a local ASR model by reversing the robust target-category features, in which adversarial perturbations containing robust features are believed to have better transferability. Compared with vanilla UAPs, our UAPs incorporated with target-category features lead to better attacks against commercial ASR systems. We validate the efficacy of our AdvDDoS by launching attacks against a range of commercial ASR systems, i.e., three API services (Alibaba, Tencent, and Baidu), and three personal assistants (Apple Siri, iFlytek, and Google). Extensive experimental results demonstrate the superiority of AdvDDoS. For example, AdvDDoS achieves 83.26% word error rate (WER) and 53.25% success rates of attacks (SRoA) for the universal attack against Tencent ASR API, which outperforms the vanilla UAPs by up to 61.56% on WER and 11.6% on SRoA. The success of our attack sheds light on zero-query UAP attacks against commercial ASR systems.	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10145466	0
UAV penetration mission path planning based on improved holonic particle swarm optimization	To meet the requirements of safety, concealment, and timeliness of trajectory planning during the unmanned aerial vehicle (UAV) penetration process, a three-dimensional path planning algorithm is proposed based on improved holonic particle swarm optimization (IHPSO). Firstly, the requirements of terrain threat, radar detection, and penetration time in the process of UAV penetration are quantified. Regarding radar threats, a radar echo analysis method based on radar cross section (RCS) and the spatial situation is proposed to quantify the concealment of UAV penetration. Then the structure-particle swarm optimization (PSO) algorithm is improved from three aspects. First, the conversion ability of the search strategy is enhanced by using the system clustering method and the information entropy grouping strategy instead of random grouping and constructing the state switching conditions based on the fitness function. Second, the unclear setting of iteration numbers is addressed by using particle spacing to create the termination condition of the algorithm. Finally, the trajectory is optimized to meet the intended requirements by building a predictive control model and using the IHPSO for simulation verification. Numerical examples show the superiority of the proposed method over the existing PSO methods.	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10005043	0
In-Vehicle CAN Bus Tampering Attacks Detection for Connected and Autonomous Vehicles Using an Improved Isolation Forest Method	The development and applications of mobile communication technologies in intelligent autonomous transportation systems have led to an extraordinary rise in the mount of connected and autonomous vehicles (CAVs). Ensuring the security of in-vehicle communication data is the basis for the safety of cooperative transportation systems. An in-vehicle controller area network (CAN) bus is an important issue in in-vehicle security, and some hackers have mastered remote vehicle control methods through the CAN bus network. This paper proposes an improved isolation forest method with data mass (MS-iForest) for data tampering attack detection, in which we use data mass instead of the number of divisions and give an anomaly score ranking to quantify the degree of anomalies. This method is promising to be used as part of the intrusion detection system, like a security component in the onboard gateway, which can effectively avoid the data tampering attacks. We compare the proposed method with other anomaly detection schemes based on the data collected from an in-vehicle simulated dataset and two standard datasets. The experiment results show that the proposed method performs better than the other anomaly detection schemes in terms of the area under the receiver operating curve (AUC).	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9652038	0
Resilient Event-Triggered Control of Connected Automated Vehicles Under Cyber Attacks	Dear Editor, This letter contributes to designing a resilient event-triggered controller for connected automated vehicles under cyber attacks, including denial-of-service (DoS) and deception attacks. To characterize the effect of DoS attacks, the effective intervals of the attack are redivided based on the sampling period. Then, a resilient distributed event-triggering mechanism is proposed to compensate for the sabotage of DoS attacks and reduce the amount of transmitted data. Since the communication channel transmits the data only at the trigger instant, deception attacks may occur at this instant and be transmitted to each vehicle in superposition with the normal signal. Therefore, we construct stochastic models satisfying Bernoulli distribution to describe the false information injected by the attackers. Based on the above framework, an attack-resilient control strategy is proposed to resist the impact of cyber attacks. Then, sufficient conditions are established to achieve stability of vehicular platoons, and a co-design strategy regarding the control gain and triggering parameter matrices is given. Finally, the simulation results are provided to substantiate the effectiveness of the proposed method.	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10084420	0
A Defensive Strategy Against Beam Training Attack in 5G mmWave Networks for Manufacturing	Millimeter-wave (mmWave) carriers are an essential building block of fifth-generation (5G) systems. Satisfactory performance of the communications over the mmWave spectrum requires an alignment between the signal beam of the transmitter and receiver, achieved via beam training protocols. Nevertheless, beam training is vulnerable to jamming attacks, where the attacker intends to send jamming signals over different spatial directions to confuse legitimate nodes. This paper focuses on defending against this attack in smart factories where a moving Automated Guided Vehicle (AGV) communicates with a base station via a mmWave carrier. We introduce a defensive strategy to cope with jamming attacks, including two stages: jamming detection and jamming mitigation. Developed based on autoencoders, both algorithms can learn the characteristics/features of the received signals at the AGV. They can be employed consecutively before performing the downlink data transmission. In particular, once a jamming attack is identified, the jamming mitigation can be utilized to retrieve the corrupted received signal strength vector, allowing a better decision during the beam training operation. In addition, the proposed algorithm is straightforward and fully compliant with the existing beam training protocols in 5G New Radio. The numerical results show that not only the proposed defensive strategy can capture more than 80% of attack events, but it also improves the average signal-to-interference-plus-noise-ratio significantly, i.e., up to 15 dB.	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10093907	0
Dynamic Reallocation Model of Multiple Unmanned Aerial Vehicle Tasks in Emergent Adjustment Scenarios	Due to their strong risk tolerance, low manufacturing cost, and good maneuverability, unmanned aerial vehicles (UAVs) have been widely used in various fields. Among related challenges, coordinated task assignment is a key scientific issue for autonomous control of UAVs. In this article, based on the idea of fuzzy C-means clustering and the ant colony optimization algorithm, a cooperative multiple task reallocation problem with target precedence constraints for heterogeneous UAVs is proposed. The contributions of this research are the performance evaluation of the original algorithms in a dynamic context, consideration of changes in some attributes of the environment, and the extension of these algorithms to properly address more realistic dynamic emergent adjustment scenarios. According to the corresponding task reallocation strategy, the scenarios are divided into three categories: the complete redistribution strategy can effectively cope with scenarios where tasks have changed significantly, the partial adjustment strategy can induce partial responses to the changes of individual tasks, and group redistribution can effectively solve the problem of task target threat rating changes. The simulation results show that the dynamic reallocation model of multi-UAV tasks in dynamic emergent adjustment scenarios can achieve better performance to complete the corresponding tasks based on the proposed scheme. In addition, we deployed the developed graphical modeling and analysis software platform to implement the dynamic reallocation model of multi-UAV tasks in dynamic emergent scenarios, and the validity and reliability of the proposed task reallocation model were verified.	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9847033	0
A Survey on Joint-Operation Application for Unmanned Swarm Formations Under a Complex Confrontation Environment	With the rapid development of informatization, autonomy and intelligence, unmanned swarm formation intelligent operations will become the main combat mode of future wars. Typical unmanned swarm formations such as ground-based directed energy weapon formations, space-based kinetic energy weapon formations, and sea-based carrier-based formations have become the trump card for winning future wars. In a complex confrontation environment, these sophisticated weapon formation systems can precisely strike mobile threat group targets, making them extreme deterrents in joint combat applications. Based on this, first, this paper provides a comprehensive summary of the outstanding advantages, strategic position and combat style of unmanned clusters in joint warfare to highlight their important position in future warfare. Second, a detailed analysis of the technological breakthroughs in four key areas, situational awareness, heterogeneous coordination, mixed combat, and intelligent assessment of typical unmanned aerial vehicle (UAV) swarms in joint warfare, is presented. An in-depth analysis of the UAV swarm communication networking operating mechanism during joint warfare is provided to lay the theoretical foundation for subsequent cooperative tracking and control. Then, an in-depth analysis of the shut-in technology requirements of UAV clusters in joint warfare is provided to lay a theoretical foundation for subsequent cooperative tracking control. Finally, the technical requirements of UAV clusters in joint warfare are analysed in depth so the key technologies can form a closed-loop kill chain system and provide theoretical references for the study of intelligent command operations.	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10403831	0
Multi-Modal Sensor Fusion and Object Tracking for Autonomous Racing	Reliable detection and tracking of surrounding objects are indispensable for comprehensive motion prediction and planning of autonomous vehicles. Due to the limitations of individual sensors, the fusion of multiple sensor modalities is required to improve the overall detection capabilities. Additionally, robust motion tracking is essential for reducing the effect of sensor noise and improving state estimation accuracy. The reliability of the autonomous vehicle software becomes even more relevant in complex, adversarial high-speed scenarios at the vehicle handling limits in autonomous racing. In this paper, we present a modular multi-modal sensor fusion and tracking method for high-speed applications. The method is based on the Extended Kalman Filter (EKF) and is capable of fusing heterogeneous detection inputs to track surrounding objects consistently. A novel delay compensation approach enables to reduce the influence of the perception software latency and to output an updated object list. It is the first fusion and tracking method validated in high-speed real-world scenarios at the Indy Autonomous Challenge 2021 and the Autonomous Challenge at CES (AC@CES) 2022, proving its robustness and computational efficiency on embedded systems. It does not require any labeled data and achieves position tracking residuals below 0.1 m.	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10113239	0
Multi-Stage RF Emitter Search and Geolocation With UAV: A Cognitive Learning-Based Method	This paper investigates the issue of searching and geolocating a radio frequency (RF) emitter with an unmanned aerial vehicle (UAV) in a rich scattering environment. The absence of knowledge of the characteristics of the target RF signals, the ground-to-air channels, and the potential geographical distribution of the RF emitter makes efficient trajectory planning (TP) and geolocating intractable. Since the average signal-to-noise ratio (SNR) of the signal captured by the UAV changes across the search area, state-of-the-art TP is inapplicable due to the assumption of a single problem domain, according to the No Free Lunch (NFL) theorem. In contrast, we develop a cognitive multi-stage search and geolocation (CMSG) framework, which adjusts the adopted TP algorithms in various search stages. In the stage with extremely-low SNRs, a random-walk-based TP is proposed to avoid meaningless detours. For stages with higher SNRs, the TP follows policies optimized by a novel search method based on direction of arrival (DOA) estimation and reinforcement learning. To alleviate the impairment of unreliable DOA estimations, empirical emitter position estimations are exploited to find the best flight directions. Simulation results confirm the advantages of the proposed CMSG over various baselines in lowering both failure rate and time consumption.	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10016683	0
The Effect of Vehicle Automation Styles on Drivers’ Emotional State	Self-driving vehicles promise many safety, mobility, and environmental benefits. However, users’ lack of trust and acceptance may threaten the success and potential of this technology. Monitoring the driver’s emotional state is one way to address this challenge. Empathetic automation can respond to the driver’s state and improve the experience and acceptance of self-driving vehicle drivers. In this study, 24 participants rode in a self-driving vehicle simulator and experienced three automation styles (aggressive, moderate, conservative) and four intersection types (with and without a stop sign, and with and without traffic.) We identified the observed drivers’ emotions from the video data and labeled the video frames using the dimensional and discrete emotion models to examine how automation behavior affects the driver’s emotional state. We used multilevel Bayesian linear regression and multilevel Dirichlet regression to model the continuous and discrete emotions, respectively. The automation driving style effect varied for each participant. The same conditions provoked positive responses for some participants, and negative for others. Furthermore, the results showed that intersection type, the position within the intersection, and their interaction affected the driver’s emotional state. This indicates that personalized driver state monitoring systems might enhance drivers’ experience in self-driving vehicles.	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10038623	0
Interference Analysis for UAV Radar Networks With Guard Zones Based on Stochastic Geometry	Due to the increasing number of aerial radars and joint communication/sensing technologies, interference from uncoordinated radars will limit the target detection and ranging performance in the future. In this article, we investigate the interference behavior in an aerial radar network for sensing ground targets. We consider that the radars mounted on unmanned aerial vehicles (UAVs) that fly at a certain altitude are randomly distributed according to a two-dimensional homogeneous Poisson point process (HPPP), and that the propagation is modeled using a probabilistic line-of-sight channel model. For such a sensing network, we derive the distribution of the radar interference using a stochastic geometry based analysis. In particular, when Swerling I model is considered for radar cross-section area for the target, we derive the Laplace transform of the radar interference. To avoid a strong interference between neighboring radars, a guard zone is introduced within which the UAV radar transmission around the permitted active radar is inhibited. As the radar performance metric, we derive the successful ranging probability (SRP) of a given radar by exploiting the Laplace transform of radar interference. Using the analytic SRP, we show that we can optimize the radar network parameters such as the radius of the guard zone and the density of the active radars. In addition, we also discuss how the analytic SRP gives an insight into the spectrum utilization strategy for the UAV radar networks with the guard zones.	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10015586	0
UAV Tracking Based on Correlation Filters With Dynamic Aberrance-Repressed Temporal Regularizations	As a significant research direction in remote sensing fields, unmanned aerial vehicles (UAVs) tracking has achieved rapid development in recent years. However, due to limited power and computation resources on aerial platforms, the tracking methods deployed on UAVs usually require high computational efficiency and performance. In addition, various challenges (i.e., similar object, background clutter, and occlusion) have inevitably occurred during the UAV tracking phase. Therefore, considering the above issues comprehensively, this article proposes a dynamic aberrance-repressed temporal regularized correlation filter (CF) to achieve stable tracking in UAV remote sensing videos. First, we have introduced the aberrance-repressed temporal regularizations into the discriminative CF framework. Second, a novel objective loss function is constructed to adjust the strength of each regularization for training the filter. Then, a new judgment mechanism based on the response variation is exploited to reflect the response fluctuation and applied to tune parameters of both regularizations. Finally, comprehensive experiments are done on three different UAV benchmarks, i.e., UAV123@10fps, UAVDT, and VisDrone2018, to verify the performance of our tracker and have demonstrated that our tracker achieves superior performance against other total 25 state-of-the-art trackers while reaching $\sim$35 FPS on a single CPU.	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10223259	0
UAV-Assisted Wireless Backhaul Networks: Connectivity Analysis of Uplink Transmissions	With the proliferation of wireless communication technologies, user equipments (UEs) in rural or disaster areas have data-transmission demand to upload their data to the core network. However, current networks lack coverage in rural or disaster areas due to the absence or damage of/to infrastructures. To address this issue, a promising solution is employing unmanned aerial vehicles (UAVs) as relays to assist the wireless backhaul of UEs to remote ground base stations (GBSs). For convenience, we call these networks as UAV-assisted wireless backhaul networks (UABNs). This paper aims to investigate the uplink transmission performance in UABNs. In particular, we analyze the connectivity of the two-hop uplink path from a reference UE to a remote GBS via a reference UAV. Compared with previous studies that mostly analyze single-hop transmissions, the investigation of the path connectivity of UABNs is more complex because of the location variation of UAVs as well as the complexity of the interference at the two-hop path. Considering the distribution of UEs, we exploit stochastic geometry to establish a theoretical model to analyze the path connectivity of UABNs. In our model, UEs form clusters according to a Poisson Cluster Process (PCP) and one UAV serves one UE cluster. Based on our model, the connectivity of a two-hop uplink path is finally derived by limiting the signal-to-noise-plus-interference (SINR) above a threshold. Theoretical values of the connectivity of UABNs match with simulation results, confirming the accuracy of the proposed analytical model. Our results also offer insightful implications for constructing and configuring UABNs.	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10104142	0
Boosting UAV Tracking With Voxel-Based Trajectory-Aware Pre-Training	Siamese network-based object tracking has remarkably promoted the automatic capability for highly-maneuvered unmanned aerial vehicles (UAVs). However, the leading-edge tracking framework often depends on template matching, making it trapped when facing multiple views of object in consecutive frames. Moreover, the general image-level pretrained backbone can overfit to holistic representations, causing the misalignment to learn object-level properties in UAV tracking. To tackle these issues, this work presents TRTrack, a comprehensive framework to fully exploit the stereoscopic representation for UAV tracking. Specifically, a novel pre-training paradigm method is proposed. Through trajectory-aware reconstruction training (TRT), the capability of the backbone to extract stereoscopic structure feature is strengthened without any parameter increment. Accordingly, an innovative hierarchical self-attention Transformer is proposed to capture the local detail information and global structure knowledge. For optimizing the correlation map, we proposed a novel spatial correlation refinement (SCR) module, which promotes the capability of modeling the long-range spatial dependencies. Comprehensive experiments on three UAV challenging benchmarks demonstrate that the proposed TRTrack achieves superior UAV tracking performance in both precision and efficiency. Quantitative tests in real-world settings fully prove the effectiveness of our work.	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10015867	0
Query-Efficient Adversarial Attack With Low Perturbation Against End-to-End Speech Recognition Systems	With the widespread use of automated speech recognition (ASR) systems in modern consumer devices, attack against ASR systems have become an attractive topic in recent years. Although related white-box attack methods have achieved remarkable success in fooling neural networks, they rely heavily on obtaining full access to the details of the target models. Due to the lack of prior knowledge of the victim model and the inefficiency in utilizing query results, most of the existing black-box attack methods for ASR systems are query-intensive. In this paper, we propose a new black-box attack called the Monte Carlo gradient sign attack (MGSA) to generate adversarial audio samples with substantially fewer queries. It updates an original sample based on the elements obtained by a Monte Carlo tree search. We attribute its high query efficiency to the effective utilization of the dominant gradient phenomenon, which refers to the fact that only a few elements of each origin sample have significant effect on the output of ASR systems. Extensive experiments are performed to evaluate the efficiency of MGSA and the stealthiness of the generated adversarial examples on the DeepSpeech system. The experimental results show that MGSA achieves 98% and 99% attack success rates on the LibriSpeech and Mozilla Common Voice datasets, respectively. Compared with the state-of-the-art methods, the average number of queries is reduced by 27% and the signal-to-noise ratio is increased by 31%.	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9954062	0
Adaptive Extended Kalman Filter-Based Fusion Approach for High-Precision UAV Positioning in Extremely Confined Environments	For unmanned aerial vehicle (UAV)-based smart inspection in extremely confined environments, it is impossible for precise UAV positioning with global positioning system, owing to the satellite signal block. Therefore, the ultrawideband (UWB)-based technology has attracted extensive attention under such circumstances. However, due to the unpredictable propagation condition and the time-varying operational environment, the localization performance oscillation caused by the changing measurement noise may lead to the instability of UAV. To mitigate the effects, in this article, a high-precision UAV positioning system which integrates the inertial measurement unit and UWB with the adaptive extended Kalman filter (EKF) is proposed. Compared with the traditional EKF-based approach, the estimated and recorded information from previous processes is exploited to adaptively estimate and further control the estimation of the noise covariance matrices for the performance improvement. Finally, simulations and experiments have been conducted in extremely confined environments. According to the results, the proposed algorithm can significantly improve the position update rate, the median positioning error, the 95${\text{th}}$ percentile positioning error, and the average standard deviation into 88 Hz, 0.102 m, 0.192 m, and 0.052 m, which is applicable for applications in focused environments.	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9893405	0
Orientation-Aware Hierarchical, Adaptive-Resolution A* Algorithm for UAV Trajectory Planning	Successful path planning for Unmanned Aerial Vehicles (UAVs) in challenging environments with narrow openings, such as disaster areas, requires attitude to be considered. State-of-the-art methods incorporate attitude only in the refinement stage. We introduce a first-of-a-kind global minimum cost path search method based on A* that considers attitude along the path. To make the problem tractable, our method exploits an adaptive and coarse-to-fine approach using global and local A* runs, plus an efficient method to introduce the UAV attitude in the process. We integrate our method with an SE(3) trajectory optimisation method based on a safe-flight-corridor, yielding a complete path planning pipeline. Extensive evaluation is undertaken using the AirSim flight simulator under closed loop control in a set of randomised maps, allowing us to quantitatively assess our method. We show that it achieves significantly higher success rates than the baselines, at a reduced computational burden.	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10229171	0
Secure Operations of Connected and Autonomous Vehicles	With features of collaborative interaction and autonomous decision-making, connected and autonomous vehicles (CAVs) offer a viable solution for a sustainable and efficient future of transportation. However, with the development of CAVs, questions have been raised about weaknesses in cybersecurity and autonomous driving capabilities. In particular, CAVs provide new opportunities for cyberattackers, posing a significant threat to future road and vehicle data security. Therefore, this paper provides a comprehensive analysis of the cybersecurity environment of CAVs. First, we propose a systematic classification of six security threats from cybersecurity principles: false data, information theft, privilege escalation, block communication, and time delay. We review the cybersecurity environment of CAVs from a lifecycle perspective, covering aspects from development to accident, and present the existing cybersecurity countermeasures. These involve security standards designation, verification and validation of vehicle networks, resilient strategies for self-defined driving, and attack detection and digital forensics. Finally, based on our systematic review, we propose a conceptual vehicle security operations center (VSOC) framework that provides valuable inspiration and references for future research and industrial applications for CAVs cybersecurity.	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10216307	0
The Art of Defense: Letting Networks Fool the Attacker	3D perception of objects is critical for many real-world applications, such as autonomous cars and robots. Among them, most state-of-the-art (SOTA) 3D perception systems are based on deep learning models. Recently, the research community found that 3D object classifiers on point cloud based on deep learning are easily fooled by adversarial point cloud craft by attackers. To overcome this, adversarial defenses are considered the most effective ways to improve the robustness of deep learning models, and most adversarial defenses on point cloud are focused on input transformation. However, all previous defense methods decrease the natural accuracy, and the nature of the point cloud classifiers itself has been overlooked. To this end, in this paper, we propose a novel adversarial defense for 3D point cloud classifiers that makes full use of the nature of the point cloud classifiers. Due to the disorder of point cloud, all point cloud classifiers have the property of permutation invariant to the input point cloud. Based on this nature, we design invariant transformations defense (IT-Defense). We show that, even after accounting for obfuscated gradients, our IT-Defense is a resilient defense against SOTA 3D attacks. Moreover, IT-Defense does not hurt clean accuracy compared to previous SOTA 3D defenses. Our code will be available at: https://github.com/cuge1995/ IT-Defense.	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10130393	0
Formulating Vehicle Aggressiveness Towards Social Cognitive Autonomous Driving	Accurately identifying the driving threat could greatly improve the driving safety for autonomous vehicles in the mixed traffic, where the human-driven and driverless, as well as different types of vehicles coexist. The existing safety evaluation methods merely focus on the possibility of collision, which is deficient to evaluate the hazard level due to the symmetry for both the interactive vehicles. Thus, the vehicle aggressiveness model is proposed in this paper based on the asymmetric interactions between different types of vehicles from the perspective of the social cognitions in the human driving. Firstly, a new conceptual framework of the vehicle aggressiveness is constructed, and the factors are analyzed. Secondly, the general mathematic formulation of the aggressiveness is deduced elaborately based on the analogy with the mechanical wave. Thirdly, the simplified formulation is derived by introducing resonant assumption, and an illustration of aggressiveness distribution is presented and discussed. The mathematical analysis and simulation results indicate that the proposed model could explicitly describe the asymmetric characteristics as regards the vehicle mass, motion states and position. Finally, the potential applications in safety assessment, decision-making and motion planning of the social cognitive autonomous driving are discussed. The aggressiveness model provides a new perspective in asymmetric driving safety evaluation and heterogeneous driving behavior model under complex and mixed traffic environments.	https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10007052	0
